,budget,popularity,revenue,runtime
182,16000000.0,20.477329,45284974.0,110.0
183,21818607.837143928,1.974018,66682344.3390211,126.0
184,75000000.0,6.405831,13596911.0,95.0
185,21818607.837143928,1.296912,66682344.3390211,94.0
186,21818607.837143928,6.5898,66682344.3390211,91.0
187,21818607.837143928,0.078257,66682344.3390211,111.0
188,21818607.837143928,2.063604,66682344.3390211,86.0
189,21818607.837143928,2.169971,66682344.3390211,125.0
190,21818607.837143928,0.329301,66682344.3390211,97.27631980469943
191,21818607.837143928,0.938234,27.0,87.0
192,25000000.0,51.645403,28341469.0,142.0
193,21818607.837143928,8.223026,66682344.3390211,92.0
194,21818607.837143928,2.057471,66682344.3390211,96.0
195,21818607.837143928,1.999626,66682344.3390211,124.0
196,21818607.837143928,1.199804,66682344.3390211,113.0
197,21818607.837143928,5.260627,66682344.3390211,125.0
198,21818607.837143928,0.86603,66682344.3390211,117.0
199,3000000.0,7.351028,18492362.0,100.0
200,21818607.837143928,0.437438,66682344.3390211,111.0
201,21818607.837143928,6.38471,66682344.3390211,107.0
202,21818607.837143928,10.625504,66682344.3390211,114.0
203,21818607.837143928,1.598199,66682344.3390211,81.0
204,21818607.837143928,3.637392,66682344.3390211,106.0
205,7.0,3.2768,5.0,90.0
206,11000000.0,10.3919,10032765.0,118.0
207,21818607.837143928,7.68372,126737428.0,96.0
208,21818607.837143928,1.488663,66682344.3390211,90.0
209,21818607.837143928,7.349189,66682344.3390211,114.0
210,21818607.837143928,5.062112,66682344.3390211,104.0
211,21818607.837143928,8.328596,11220670.0,104.0
212,21818607.837143928,9.450853,66682344.3390211,108.0
213,21818607.837143928,5.72288,66682344.3390211,98.0
214,1500000.0,8.128106,416925.0,98.0
215,21818607.837143928,1.652755,66682344.3390211,139.0
216,18000000.0,4.29831,3900000.0,118.0
217,55000000.0,48.307194,677945399.0,142.0
218,21818607.837143928,8.332485,66682344.3390211,109.0
219,26000000.0,11.026793,181096164.0,84.0
220,21818607.837143928,0.568884,449707.0,180.0
221,35000000.0,6.894153,29882645.0,132.0
222,21818607.837143928,5.674684,66682344.3390211,97.0
223,21818607.837143928,0.770711,66682344.3390211,85.0
224,16000000.0,2.488424,109130.0,113.0
225,1800000.0,2.195447,66682344.3390211,118.0
226,500000.0,0.573201,66682344.3390211,88.0
227,21818607.837143928,1.610081,66682344.3390211,94.0
228,21818607.837143928,5.304475,66682344.3390211,86.0
229,21818607.837143928,1.021685,88000.0,93.0
230,21818607.837143928,3.206796,66682344.3390211,97.0
231,21818607.837143928,1.561911,66682344.3390211,91.0
232,21818607.837143928,0.520664,66682344.3390211,95.0
233,21818607.837143928,0.296765,66682344.3390211,92.0
234,21818607.837143928,1.112171,6660333.0,90.0
235,21818607.837143928,0.25422,66682344.3390211,103.0
236,300000.0,1.243242,66682344.3390211,89.0
237,21818607.837143928,1.196669,7241180.0,90.0
238,21818607.837143928,0.410083,66682344.3390211,101.0
239,21818607.837143928,1.727228,66682344.3390211,96.0
240,21818607.837143928,0.405392,66682344.3390211,89.0
241,70000000.0,10.614987,85632458.0,121.0
242,36000000.0,17.714247,44350926.0,109.0
243,7000000.0,11.00913,16829545.0,89.0
244,21818607.837143928,2.248921,66682344.3390211,105.0
245,21818607.837143928,7.625338,4303351.0,103.0
246,8000000.0,8.497643,8946600.0,95.0
247,21818607.837143928,5.397405,6263883.0,124.0
248,34000000.0,8.013617,32255440.0,139.0
249,21818607.837143928,5.659326,66682344.3390211,118.0
250,21818607.837143928,3.131954,66682344.3390211,103.0
251,21818607.837143928,1.526876,66682344.3390211,150.0
252,21818607.837143928,2.067929,544476.0,87.0
253,14000000.0,13.49615,66682344.3390211,83.0
254,21818607.837143928,1.026911,66682344.3390211,109.0
255,4361898.0,2.873356,3031801.0,92.0
256,30000000.0,8.698509,36516012.0,144.0
257,9000000.0,8.888278,4350774.0,79.0
258,21818607.837143928,1.721489,123572.0,130.0
259,21818607.837143928,2.78344,66682344.3390211,165.0
260,21818607.837143928,0.002353,66682344.3390211,97.27631980469943
261,80000000.0,6.982762,43935763.0,116.0
262,21818607.837143928,5.169223,66682344.3390211,97.0
263,6900000.0,6.8652,7993039.0,102.0
264,21818607.837143928,6.186999,17307019.0,116.0
265,21818607.837143928,4.875827,66682344.3390211,171.0
266,21818607.837143928,2.225578,66682344.3390211,113.0
267,21818607.837143928,1.345564,66682344.3390211,82.0
268,18000000.0,5.226389,16702864.0,92.0
269,6000000.0,2.973539,66682344.3390211,95.0
270,21818607.837143928,3.970215,66682344.3390211,114.0
271,44000000.0,10.08937,368875760.0,130.0
272,21818607.837143928,0.172669,66682344.3390211,122.0
273,19250000.0,7.364519,8112712.0,102.0
274,66000000.0,13.206854,99318987.0,122.0
275,3000000.0,1.763243,66682344.3390211,135.0
276,21818607.837143928,1.451687,66682344.3390211,88.0
277,55000000.0,13.374415,6416302.0,96.0
278,21818607.837143928,0.791025,66682344.3390211,104.0
279,21818607.837143928,6.537021,66682344.3390211,153.0
280,21818607.837143928,2.415004,66682344.3390211,95.0
281,21818607.837143928,0.783968,66682344.3390211,140.0
282,21818607.837143928,0.831471,66682344.3390211,100.0
283,13000000.0,7.405895,65796862.0,133.0
284,21818607.837143928,0.802364,66682344.3390211,95.0
285,50000.0,2.728651,66682344.3390211,66.0
286,63000000.0,8.863776,920100000.0,127.0
287,5000000.0,7.036727,66682344.3390211,125.0
288,21818607.837143928,1.044831,66682344.3390211,117.0
289,21818607.837143928,3.122447,66682344.3390211,108.0
290,21818607.837143928,0.942425,66682344.3390211,86.0
291,21818607.837143928,0.292719,66682344.3390211,102.0
292,3500000.0,5.260924,27900000.0,97.0
293,74500000.0,5.300303,62172050.0,109.0
294,21818607.837143928,5.450934,66682344.3390211,101.0
295,21818607.837143928,8.665198,66682344.3390211,131.0
296,21818607.837143928,1.083596,66682344.3390211,145.0
297,1455000.0,6.229674,2620000.0,113.0
298,3200000.0,5.250311,66682344.3390211,104.0
299,30000000.0,8.040589,135130999.0,138.0
300,7000000.0,7.436758,116700000.0,121.0
301,21818607.837143928,1.91206,66682344.3390211,118.0
302,21818607.837143928,2.463214,66682344.3390211,107.0
303,21818607.837143928,0.131923,66682344.3390211,104.0
304,21818607.837143928,0.922944,66682344.3390211,89.0
305,11500000.0,12.222576,23237911.0,134.0
306,35000000.0,5.093704,22034832.0,111.0
307,21818607.837143928,8.921366,66682344.3390211,114.0
308,21818607.837143928,7.1802,66682344.3390211,154.0
309,21818607.837143928,0.38585,66682344.3390211,103.0
310,21818607.837143928,0.564342,66682344.3390211,94.0
311,32000000.0,11.428941,50907422.0,98.0
312,21818607.837143928,12.048587,7266383.0,110.0
313,900000.0,2.738268,10000000.0,72.0
314,21818607.837143928,6.499523,66682344.3390211,102.0
315,21818607.837143928,2.775911,66682344.3390211,59.0
316,21818607.837143928,4.722337,66682344.3390211,88.0
317,21818607.837143928,1.432657,66682344.3390211,98.0
318,3400000.0,0.741227,66682344.3390211,102.0
319,70000.0,1.116166,66682344.3390211,71.0
320,21818607.837143928,1.44562,66682344.3390211,84.0
321,21818607.837143928,0.535626,66682344.3390211,78.0
322,1377800.0,8.991532,66682344.3390211,105.0
323,21818607.837143928,1.696371,66682344.3390211,140.0
324,21818607.837143928,0.873068,66682344.3390211,93.0
325,3000000.0,16.425868,66682344.3390211,77.0
326,18000000.0,17.730913,75634409.0,76.0
327,21818607.837143928,3.651899,66682344.3390211,142.0
328,21818607.837143928,1.495604,66682344.3390211,108.0
329,12500000.0,17.189328,12281551.0,120.0
330,21818607.837143928,1.273617,66682344.3390211,96.0
331,21818607.837143928,2.403016,66682344.3390211,99.0
332,700000.0,1.069152,66682344.3390211,106.0
333,21818607.837143928,3.650143,66682344.3390211,107.0
334,21818607.837143928,1.132456,66682344.3390211,93.0
335,21818607.837143928,1.230968,66682344.3390211,103.0
336,21818607.837143928,2.489661,66682344.3390211,101.0
337,28000000.0,10.374919,66682344.3390211,366.0
338,1000000.0,1.753232,66682344.3390211,91.0
339,21818607.837143928,0.552559,66682344.3390211,97.0
340,21818607.837143928,1.301513,66682344.3390211,118.0
341,21818607.837143928,1.800665,66682344.3390211,104.0
342,21818607.837143928,3.456868,66682344.3390211,100.0
343,21818607.837143928,1.44948,66682344.3390211,83.0
344,21818607.837143928,8.281066,66682344.3390211,109.0
345,21818607.837143928,13.994306,66682344.3390211,85.0
346,21818607.837143928,0.656484,66682344.3390211,78.0
347,21818607.837143928,1.084138,66682344.3390211,116.0
348,21818607.837143928,6.784687,66682344.3390211,102.0
349,21818607.837143928,1.787893,66682344.3390211,110.0
350,21818607.837143928,1.325494,66682344.3390211,104.0
351,28000000.0,16.357419,504050219.0,90.0
352,100000000.0,22.661695,520000000.0,137.0
353,22000000.0,11.654349,424208848.0,181.0
354,3500000.0,7.614692,66682344.3390211,92.0
355,21818607.837143928,0.776818,66682344.3390211,100.0
356,21818607.837143928,3.062515,66682344.3390211,90.0
357,21818607.837143928,0.668261,66682344.3390211,125.0
358,43000000.0,13.802674,56681566.0,97.0
359,21818607.837143928,0.076352,66682344.3390211,60.0
360,21818607.837143928,1.384824,66682344.3390211,98.0
361,229.0,0.873215,66682344.3390211,90.0
362,20000000.0,5.871243,10442808.0,96.0
363,21818607.837143928,1.924879,66682344.3390211,101.0
364,21818607.837143928,0.311555,66682344.3390211,86.0
365,21818607.837143928,1.203655,66682344.3390211,101.0
366,6105121.0,0.929182,66682344.3390211,123.0
367,21818607.837143928,9.426784,13145977.0,113.0
368,21818607.837143928,0.736081,66682344.3390211,105.0
369,1500000.0,4.173231,712294.0,111.0
370,21818607.837143928,1.983301,66682344.3390211,98.0
371,30000000.0,10.326213,102616183.0,129.0
372,21818607.837143928,1.807464,66682344.3390211,88.0
373,21818607.837143928,6.144235,66682344.3390211,109.0
374,21818607.837143928,1.264429,66682344.3390211,92.0
375,21818607.837143928,4.579994,66682344.3390211,100.0
376,6000000.0,4.160272,66682344.3390211,105.0
377,21818607.837143928,1.029389,66682344.3390211,84.0
378,21818607.837143928,6.608293,66682344.3390211,94.0
379,21818607.837143928,2.111084,66682344.3390211,103.0
380,21818607.837143928,3.035438,66682344.3390211,109.0
381,21818607.837143928,1.784647,66682344.3390211,106.0
382,21818607.837143928,0.308439,66682344.3390211,137.0
383,21818607.837143928,9.880711,66682344.3390211,105.0
384,21818607.837143928,2.621146,66682344.3390211,88.0
385,21818607.837143928,4.871297,66682344.3390211,85.0
386,62000000.0,12.201912,52304001.0,93.0
387,55000000.0,12.419851,223387299.0,98.0
388,2.0,2.070162,66682344.3390211,90.0
389,75000000.0,8.940007,142400065.0,129.0
390,21818607.837143928,3.804493,66682344.3390211,115.0
391,21818607.837143928,1.393743,66682344.3390211,125.0
392,21818607.837143928,1.2985,66682344.3390211,102.0
393,21818607.837143928,2.447818,66682344.3390211,98.0
394,14000000.0,14.587894,66682344.3390211,170.0
395,25000000.0,6.514132,2405420.0,95.0
396,21818607.837143928,3.900709,536364.0,125.0
397,21818607.837143928,2.381806,16000.0,117.0
398,21818607.837143928,0.459376,66682344.3390211,25.0
399,21818607.837143928,0.117662,66682344.3390211,97.27631980469943
400,21818607.837143928,0.058611,66682344.3390211,97.27631980469943
401,1100000.0,10.254424,5450815.0,82.0
402,21818607.837143928,0.18343,66682344.3390211,75.0
403,21818607.837143928,0.487357,66682344.3390211,118.0
404,21818607.837143928,3.785156,66682344.3390211,78.0
405,52000000.0,6.327193,204999686.0,106.0
406,21818607.837143928,9.444861,66682344.3390211,87.0
407,21818607.837143928,0.877853,66682344.3390211,88.0
408,21818607.837143928,1.586873,66682344.3390211,101.0
409,64000000.0,7.067602,101595121.0,98.0
410,21818607.837143928,1.078123,66682344.3390211,110.0
411,275000.0,7.918418,66682344.3390211,130.0
412,21818607.837143928,1.469243,66682344.3390211,110.0
413,21818607.837143928,0.947007,66682344.3390211,102.0
414,12000000.0,6.796465,566611.0,120.0
415,21818607.837143928,0.14668,66682344.3390211,119.0
416,4000000.0,2.045542,66682344.3390211,88.0
417,26000000.0,7.311148,14821658.0,136.0
418,9000000.0,6.505272,66682344.3390211,121.0
419,21818607.837143928,2.38476,767311.0,93.0
420,10000000.0,14.938035,163876815.0,108.0
421,21818607.837143928,7.326169,66682344.3390211,107.0
422,21818607.837143928,2.515565,66682344.3390211,80.0
423,21818607.837143928,0.037443,66682344.3390211,112.0
424,4000000.0,3.856827,4630045.0,84.0
425,21818607.837143928,5.162761,47231070.0,93.0
426,250000.0,6.677536,66682344.3390211,88.0
427,35000000.0,4.68645,66682344.3390211,101.0
428,21818607.837143928,1.92386,66682344.3390211,95.0
429,15000000.0,7.965505,66682344.3390211,95.0
430,4000000.0,6.247819,66682344.3390211,105.0
431,100000.0,2.777856,362222.0,83.0
432,21818607.837143928,4.315717,66682344.3390211,176.0
433,21818607.837143928,10.686166,2287714.0,83.0
434,21818607.837143928,6.796858,66682344.3390211,30.0
435,21818607.837143928,1.209468,66682344.3390211,65.0
436,21818607.837143928,3.183964,66682344.3390211,92.0
437,21818607.837143928,0.160571,66682344.3390211,100.0
438,21818607.837143928,5.052905,66682344.3390211,118.0
439,21818607.837143928,0.851078,66682344.3390211,92.0
440,21818607.837143928,3.767086,66682344.3390211,101.0
441,21818607.837143928,1.048075,66682344.3390211,113.0
442,21818607.837143928,5.215992,66682344.3390211,100.0
443,21818607.837143928,2.354286,66682344.3390211,109.0
444,21818607.837143928,0.950147,66682344.3390211,111.0
445,35000000.0,7.102076,69307224.0,91.0
446,21818607.837143928,5.511184,66682344.3390211,98.0
447,21818607.837143928,1.197217,66682344.3390211,93.0
448,21818607.837143928,9.033651,66682344.3390211,110.0
449,21818607.837143928,0.919556,17393.0,90.0
450,21818607.837143928,5.325766,41098065.0,90.0
451,21818607.837143928,6.397927,66682344.3390211,106.0
452,4000000.0,19.348466,16491080.0,93.0
453,21818607.837143928,6.627076,66682344.3390211,94.0
454,60000000.0,9.149612,127766650.0,116.0
455,18000000.0,8.435642,57096190.0,126.0
456,60000000.0,11.805233,361366633.0,92.0
457,21818607.837143928,4.546164,66682344.3390211,114.0
458,21818607.837143928,0.611926,66682344.3390211,120.0
459,21818607.837143928,0.826372,65352.0,82.0
460,21818607.837143928,0.05956,66682344.3390211,100.0
461,21818607.837143928,5.015328,66682344.3390211,88.0
462,1000000.0,6.415898,274661.0,106.0
463,21818607.837143928,0.238914,66682344.3390211,121.0
464,21818607.837143928,2.40912,66682344.3390211,82.0
465,21818607.837143928,1.00529,66682344.3390211,100.0
466,60000000.0,6.22229,163403799.0,91.0
467,21818607.837143928,1.540694,66682344.3390211,80.0
468,21818607.837143928,0.485186,66682344.3390211,101.0
469,5200000.0,4.230046,14723313.0,118.0
470,21818607.837143928,0.145092,66682344.3390211,102.0
471,7000000.0,7.627484,66682344.3390211,98.0
472,21818607.837143928,5.523356,66682344.3390211,115.0
473,21818607.837143928,1.138929,66682344.3390211,82.0
474,21818607.837143928,7.551569,66682344.3390211,100.0
475,3500000.0,34.145916,54947.0,102.0
476,20000000.0,7.02914,66682344.3390211,111.0
477,21818607.837143928,0.940228,66682344.3390211,99.0
478,14000000.0,4.432452,66682344.3390211,99.0
479,200000.0,0.917777,8000000.0,105.0
480,21818607.837143928,0.014898,66682344.3390211,107.0
481,21818607.837143928,0.866779,66682344.3390211,108.0
482,21818607.837143928,0.050215,66682344.3390211,90.0
483,21818607.837143928,9.935891,66682344.3390211,90.0
484,21818607.837143928,0.383715,66682344.3390211,85.0
485,21818607.837143928,0.042365,66682344.3390211,87.0
486,21818607.837143928,4.71491,66682344.3390211,95.0
487,21818607.837143928,0.076062,66682344.3390211,99.0
488,21818607.837143928,1.663948,66682344.3390211,85.0
489,21818607.837143928,0.224955,66682344.3390211,95.0
490,21818607.837143928,0.95418,66682344.3390211,115.0
491,21818607.837143928,0.187499,66682344.3390211,96.0
492,21818607.837143928,0.091249,66682344.3390211,146.0
493,21818607.837143928,2.490144,66682344.3390211,114.0
494,21818607.837143928,1.97046,66682344.3390211,83.0
495,21818607.837143928,0.719063,66682344.3390211,92.0
496,21818607.837143928,1.015736,66682344.3390211,84.0
497,21818607.837143928,6.060635,66682344.3390211,91.0
498,21818607.837143928,0.385761,66682344.3390211,89.0
499,21818607.837143928,0.004706,82.0,87.0
500,21818607.837143928,2.634201,66682344.3390211,105.0
501,21818607.837143928,1.804231,66682344.3390211,80.0
502,21818607.837143928,1.06057,66682344.3390211,90.0
503,21818607.837143928,0.021483,66682344.3390211,95.0
504,21818607.837143928,4.475472,2960993.0,95.0
505,21818607.837143928,0.504158,66682344.3390211,94.0
506,21818607.837143928,1.11251,66682344.3390211,105.0
507,21818607.837143928,0.109406,66682344.3390211,104.0
508,21818607.837143928,0.409689,66682344.3390211,70.0
509,175000000.0,11.787058,302469017.0,118.0
510,21818607.837143928,10.067125,66682344.3390211,90.0
511,21818607.837143928,1.840607,66682344.3390211,90.0
512,15000000.0,9.747452,6405245.0,89.0
513,21818607.837143928,0.542943,66682344.3390211,139.0
514,21818607.837143928,1.078008,66682344.3390211,188.0
515,21818607.837143928,4.41396,66682344.3390211,92.0
516,21818607.837143928,4.69668,66682344.3390211,134.0
517,21818607.837143928,0.528089,66682344.3390211,75.0
518,100000000.0,11.665693,242988466.0,90.0
519,21818607.837143928,8.888069,66682344.3390211,112.0
520,2540800.0,11.064858,7200000.0,103.0
521,21818607.837143928,0.477674,66682344.3390211,103.0
522,2500000.0,10.879289,9500000.0,110.0
523,2479000.0,18.20822,28000000.0,128.0
524,1000000.0,17.911314,36764313.0,112.0
525,520000.0,2.863935,66682344.3390211,107.0
526,4000000.0,12.410427,13275000.0,136.0
527,2883848.0,11.845107,25000000.0,122.0
528,4000000.0,7.098731,13474588.0,113.0
529,878000.0,13.916101,10462500.0,102.0
530,375000.0,5.782544,1000000.0,100.0
531,17000000.0,12.494394,72070731.0,170.0
532,2238813.0,7.359741,10000000.0,113.0
533,1500000.0,11.954806,12000000.0,119.0
534,2777000.0,22.064932,33754967.0,102.0
535,21818607.837143928,2.923672,66682344.3390211,92.0
536,1752000.0,11.709777,5000000.0,110.0
537,21818607.837143928,0.996376,66682344.3390211,105.0
538,1400000.0,12.06308,63463.0,138.0
539,1500000.0,5.47596,7000000.0,111.0
540,21818607.837143928,9.813419,66682344.3390211,111.0
541,2500000.0,5.490505,8750000.0,106.0
542,250000.0,5.124589,66682344.3390211,106.0
543,21818607.837143928,3.573935,66682344.3390211,112.0
544,21818607.837143928,0.152572,66682344.3390211,105.0
545,21818607.837143928,7.431939,66682344.3390211,94.0
