,ID,Adult,Not Adult,NotInCollection,InCollection,English /Non English,ExYear,ExMonth,ExDay,Canceled,In Production,Planned,Post Production,Released,Rumored,Unknown
0,3,1,0,1,0,1,1995,11,21,0,0,0,0,1,0,0
1,6,1,0,1,0,1,1995,12,15,0,0,0,0,1,0,0
2,10,1,0,1,0,1,1995,5,20,0,0,0,0,1,0,0
3,14,1,0,1,0,1,1995,12,22,0,0,0,0,1,0,0
4,16,1,0,1,0,1,1995,11,22,0,0,0,0,1,0,0
5,21,1,0,1,0,1,1995,5,5,0,0,0,0,1,0,0
6,26,1,0,1,0,1,1995,12,15,0,0,0,0,1,0,0
7,32,1,0,1,0,1,1995,12,29,0,0,0,0,1,0,0
8,34,1,0,1,0,1,1995,1,20,0,0,0,0,1,0,0
9,39,1,0,1,0,1,1994,10,6,0,0,0,0,1,0,0
10,43,1,0,1,0,1,1993,5,28,0,0,0,0,1,0,0
11,45,1,0,0,1,1,1996,8,3,0,0,0,0,1,0,0
12,46,1,0,1,0,1,1995,8,9,0,0,0,0,1,0,0
13,47,1,0,1,0,1,1995,9,22,0,0,0,0,1,0,0
14,48,1,0,1,0,1,1995,8,9,0,0,0,0,1,0,0
15,51,1,0,1,0,1,1996,11,15,0,0,0,0,1,0,0
16,55,1,0,1,0,1,1995,7,28,0,0,0,0,1,0,0
17,58,1,0,1,0,0,1994,9,22,0,0,0,0,1,0,0
18,59,1,0,1,0,1,1995,3,11,0,0,0,0,1,0,0
19,61,1,0,0,1,1,1996,8,23,0,0,0,0,1,0,0
20,62,1,0,1,0,1,1995,6,9,0,0,0,0,1,0,0
21,65,1,0,1,0,1,1995,8,6,0,0,0,0,1,0,0
22,66,1,0,1,0,0,1933,10,3,0,0,0,0,1,0,0
23,68,1,0,1,0,1,1996,11,10,0,0,0,0,1,0,0
24,71,1,0,0,1,1,1996,8,23,0,0,0,0,1,0,0
25,73,1,0,1,0,1,1995,9,13,0,0,0,0,1,0,0
26,74,1,0,1,0,1,1996,10,31,0,0,0,0,1,0,0
27,80,1,0,1,0,0,1995,1,1,0,0,0,0,1,0,0
28,81,1,0,1,0,1,1990,9,28,0,0,0,0,1,0,0
29,82,1,0,1,0,0,1995,12,9,0,0,0,0,1,0,0
30,85,1,0,1,0,1,1996,9,9,0,0,0,0,1,0,0
31,86,1,0,1,0,1,1996,12,18,0,0,0,0,1,0,0
32,87,1,0,1,0,1,1996,1,6,0,0,0,0,1,0,0
33,89,1,0,1,0,1,1993,5,3,0,0,0,0,1,0,0
34,95,1,0,1,0,1,1995,1,12,0,0,0,0,1,0,0
35,96,1,0,1,0,0,1995,5,31,0,0,0,0,1,0,0
36,99,1,0,1,0,1,1997,6,8,0,0,0,0,1,0,0
37,104,1,0,1,0,1,1995,5,28,0,0,0,0,1,0,0
38,106,1,0,1,0,1,1998,1,19,0,0,0,0,1,0,0
39,107,1,0,1,0,1,1995,8,12,0,0,0,0,1,0,0
40,108,1,0,1,0,1,1997,12,25,0,0,0,0,1,0,0
41,109,1,0,1,0,1,1995,5,24,0,0,0,0,1,0,0
42,118,1,0,1,0,1,1997,1,16,0,0,0,0,1,0,0
43,120,1,0,1,0,1,1992,6,12,0,0,0,0,1,0,0
44,121,1,0,1,0,1,1998,8,5,0,0,0,0,1,0,0
45,122,1,0,1,0,0,1994,7,14,0,0,0,0,1,0,0
46,125,1,0,0,1,1,1989,7,7,0,0,0,0,1,0,0
47,128,1,0,1,0,1,1996,9,2,0,0,0,0,1,0,0
48,131,1,0,0,1,1,1977,6,22,0,0,0,0,1,0,0
49,133,1,0,1,0,1,1980,2,9,0,0,0,0,1,0,0
50,135,1,0,1,0,1,1998,4,9,0,0,0,0,1,0,0
51,137,1,0,1,0,1,1995,8,23,0,0,0,0,1,0,0
52,139,1,0,1,0,1,1982,7,16,0,0,0,0,1,0,0
53,142,1,0,1,0,1,1993,7,4,0,0,0,0,1,0,0
54,143,1,0,1,0,0,1998,6,19,0,0,0,0,1,0,0
55,146,1,0,1,0,1,1996,10,25,0,0,0,0,1,0,0
56,148,1,0,1,0,1,1995,6,30,0,0,0,0,1,0,0
57,154,1,0,1,0,1,1985,10,29,0,0,0,0,1,0,0
58,155,1,0,1,0,1,1998,12,25,0,0,0,0,1,0,0
59,156,1,0,1,0,1,1998,12,25,0,0,0,0,1,0,0
60,161,1,0,1,0,1,1997,1,17,0,0,0,0,1,0,0
61,163,1,0,1,0,1,1998,6,26,0,0,0,0,1,0,0
62,166,1,0,1,0,1,1999,4,16,0,0,0,0,1,0,0
63,167,1,0,1,0,1,1998,7,5,0,0,0,0,1,0,0
64,168,1,0,1,0,1,1986,11,26,0,0,0,0,1,0,0
65,172,1,0,1,0,1,1951,11,27,0,0,0,0,1,0,0
66,181,1,0,1,0,1,1940,12,13,0,0,0,0,1,0,0
67,183,1,0,1,0,1,1999,12,22,0,0,0,0,1,0,0
68,184,1,0,1,0,1,1993,4,16,0,0,0,0,1,0,0
69,186,1,0,1,0,1,1984,2,3,0,0,0,0,1,0,0
70,190,1,0,1,0,1,1991,5,4,0,0,0,0,1,0,0
71,191,1,0,1,0,1,2000,1,21,0,0,0,0,1,0,0
72,194,1,0,1,0,1,1999,4,9,0,0,0,0,1,0,0
73,195,1,0,1,0,1,1976,12,25,0,0,0,0,1,0,0
74,199,1,0,1,0,1,1984,12,21,0,0,0,0,1,0,0
75,202,1,0,0,1,1,1977,1,29,0,0,0,0,1,0,0
76,204,1,0,1,0,1,1972,3,17,0,0,0,0,1,0,0
77,214,1,0,1,0,1,1999,5,9,0,0,0,0,1,0,0
78,218,1,0,1,0,1,2000,7,4,0,0,0,0,1,0,0
79,220,1,0,0,1,1,1994,9,13,0,0,0,0,1,0,0
80,221,1,0,1,0,1,1982,2,4,0,0,0,0,1,0,0
81,222,1,0,1,0,1,1949,8,12,0,0,0,0,1,0,0
82,223,1,0,0,1,1,2000,5,26,0,0,0,0,1,0,0
83,225,1,0,0,1,1,1977,10,6,0,0,0,0,1,0,0
84,229,1,0,1,0,0,1994,3,8,0,0,0,0,1,0,0
85,231,1,0,1,0,1,1974,5,4,0,0,0,0,1,0,0
86,235,1,0,0,1,1,1988,8,7,0,0,0,0,1,0,0
87,237,1,0,1,0,1,1994,10,28,0,0,0,0,1,0,0
88,239,1,0,1,0,1,2000,4,8,0,0,0,0,1,0,0
89,245,1,0,1,0,0,1993,9,9,0,0,0,0,1,0,0
90,246,1,0,0,1,1,1954,5,3,0,0,0,0,1,0,0
91,247,1,0,1,0,1,1971,3,3,0,0,0,0,1,0,0
92,249,1,0,1,0,1,2000,11,15,0,0,0,0,1,0,0
93,251,1,0,0,1,0,2000,9,14,0,0,0,0,1,0,0
94,258,1,0,1,0,1,1994,12,21,0,0,0,0,1,0,0
95,259,1,0,1,0,1,1995,10,5,0,0,0,0,1,0,0
96,261,1,0,1,0,0,2000,8,17,0,0,0,0,1,0,0
97,262,1,0,1,0,1,1999,4,17,0,0,0,0,1,0,0
98,263,1,0,1,0,1,1994,12,16,0,0,0,0,1,0,0
99,265,1,0,0,1,1,2001,6,4,0,0,0,0,1,0,0
100,266,1,0,1,0,1,2000,1,1,0,0,0,0,0,1,0
101,269,1,0,1,0,1,1966,1,1,0,0,0,0,1,0,0
102,273,1,0,1,0,1,1988,8,4,0,0,0,0,1,0,0
103,275,1,0,1,0,1,1988,11,18,0,0,0,0,1,0,0
104,281,1,0,1,0,1,1988,4,29,0,0,0,0,1,0,0
105,286,1,0,1,0,1,1989,4,28,0,0,0,0,1,0,0
106,287,1,0,0,1,1,1994,2,9,0,0,0,0,1,0,0
107,291,1,0,1,0,1,1963,5,6,0,0,0,0,1,0,0
108,292,1,0,1,0,1,1995,4,28,0,0,0,0,1,0,0
109,293,1,0,1,0,1,1994,10,9,0,0,0,0,1,0,0
110,295,1,0,1,0,1,1981,7,17,0,0,0,0,1,0,0
111,297,1,0,1,0,1,1994,9,16,0,0,0,0,1,0,0
112,299,1,0,1,0,0,1994,5,13,0,0,0,0,1,0,0
113,300,1,0,1,0,1,2001,8,21,0,0,0,0,1,0,0
114,301,1,0,1,0,1,1981,8,28,0,0,0,0,1,0,0
115,302,1,0,1,0,1,1973,6,15,0,0,0,0,1,0,0
116,303,1,0,0,1,0,1994,5,27,0,0,0,0,1,0,0
117,304,1,0,0,1,0,1993,10,1,0,0,0,0,1,0,0
118,308,1,0,1,0,1,1975,3,21,0,0,0,0,1,0,0
119,310,1,0,1,0,0,2000,8,30,0,0,0,0,1,0,0
120,313,1,0,0,1,1,1979,10,26,0,0,0,0,1,0,0
121,314,1,0,1,0,1,1990,3,16,0,0,0,0,1,0,0
122,317,1,0,1,0,1,1958,7,7,0,0,0,0,1,0,0
123,318,1,0,1,0,0,1993,1,1,0,0,0,0,1,0,0
124,329,1,0,1,0,1,1986,2,5,0,0,0,0,1,0,0
125,330,1,0,1,0,1,1936,7,28,0,0,0,0,1,0,0
126,334,1,0,1,0,1,1980,7,25,0,0,0,0,1,0,0
127,336,1,0,1,0,1,2002,3,25,0,0,0,0,1,0,0
128,340,1,0,1,0,1,2002,4,19,0,0,0,0,1,0,0
129,343,1,0,1,0,1,1992,2,9,0,0,0,0,1,0,0
130,345,1,0,1,0,1,2002,3,5,0,0,0,0,1,0,0
131,349,1,0,0,1,1,1994,11,5,0,0,0,0,1,0,0
132,350,1,0,0,1,1,2002,7,26,0,0,0,0,1,0,0
133,351,1,0,1,0,0,2000,12,31,0,0,0,0,1,0,0
134,353,1,0,1,0,1,2002,1,11,0,0,0,0,1,0,0
135,356,1,0,1,0,1,1957,6,28,0,0,0,0,1,0,0
136,357,1,0,0,1,1,1991,11,10,0,0,0,0,1,0,0
137,358,1,0,1,0,1,1946,12,18,0,0,0,0,1,0,0
138,360,1,0,0,1,1,1994,6,23,0,0,0,0,1,0,0
139,362,1,0,1,0,0,2002,8,1,0,0,0,0,1,0,0
140,364,1,0,1,0,1,1981,5,15,0,0,0,0,1,0,0
141,365,1,0,1,0,1,1984,9,15,0,0,0,0,1,0,0
142,370,1,0,1,0,1,1950,11,15,0,0,0,0,1,0,0
143,371,1,0,1,0,1,1993,8,10,0,0,0,0,1,0,0
144,373,1,0,1,0,1,1978,2,3,0,0,0,0,1,0,0
145,374,1,0,1,0,1,2001,10,25,0,0,0,0,1,0,0
146,375,1,0,1,0,1,1981,9,25,0,0,0,0,1,0,0
147,377,1,0,1,0,1,2002,11,27,0,0,0,0,1,0,0
148,378,1,0,1,0,1,1981,8,10,0,0,0,0,1,0,0
149,384,1,0,1,0,1,1947,2,3,0,0,0,0,1,0,0
150,387,1,0,1,0,1,1982,6,26,0,0,0,0,1,0,0
151,388,1,0,1,0,1,1993,10,12,0,0,0,0,1,0,0
152,389,1,0,1,0,1,1982,12,2,0,0,0,0,1,0,0
153,394,1,0,1,0,1,1995,10,20,0,0,0,0,1,0,0
154,399,1,0,1,0,1,2001,12,4,0,0,0,0,1,0,0
155,400,1,0,1,0,1,1986,2,14,0,0,0,0,1,0,0
156,404,1,0,1,0,1,1994,2,25,0,0,0,0,1,0,0
157,405,1,0,1,0,0,1987,1,1,0,0,0,0,1,0,0
158,406,1,0,1,0,1,1955,2,2,0,0,0,0,1,0,0
159,409,1,0,1,0,1,1960,7,11,0,0,0,0,1,0,0
160,412,1,0,1,0,1,1990,2,23,0,0,0,0,1,0,0
161,413,1,0,1,0,0,1996,2,16,0,0,0,0,0,1,0
162,416,1,0,0,1,1,2003,7,18,0,0,0,0,1,0,0
163,417,1,0,0,1,1,2003,1,8,0,0,0,0,1,0,0
164,418,1,0,1,0,1,2003,8,8,0,0,0,0,1,0,0
165,419,1,0,1,0,1,2002,2,21,0,0,0,0,1,0,0
166,420,1,0,1,0,1,1972,7,14,0,0,0,0,1,0,0
167,421,1,0,1,0,0,1963,12,22,0,0,0,0,1,0,0
168,423,1,0,1,0,1,2001,8,29,0,0,0,0,1,0,0
169,424,1,0,1,0,1,1993,9,14,0,0,0,0,1,0,0
170,430,1,0,1,0,1,1991,7,26,0,0,0,0,1,0,0
171,431,1,0,1,0,1,2003,1,19,0,0,0,0,1,0,0
172,432,1,0,1,0,1,2003,11,7,0,0,0,0,1,0,0
173,438,1,0,1,0,1,1992,12,30,0,0,0,0,1,0,0
174,439,1,0,0,1,1,1994,3,6,0,0,0,0,1,0,0
175,441,1,0,1,0,1,2003,8,31,0,0,0,0,1,0,0
176,443,1,0,1,0,1,2003,12,19,0,0,0,0,1,0,0
177,444,1,0,1,0,1,1970,12,15,0,0,0,0,1,0,0
178,445,1,0,1,0,1,1988,9,16,0,0,0,0,1,0,0
179,448,1,0,1,0,1,1927,2,15,0,0,0,0,1,0,0
180,451,1,0,1,0,1,1984,7,20,0,0,0,0,1,0,0
181,455,1,0,1,0,1,1976,9,17,0,0,0,0,1,0,0
182,457,1,0,1,0,1,2004,3,19,0,0,0,0,1,0,0
183,459,1,0,1,0,1,2004,7,4,0,0,0,0,1,0,0
184,463,1,0,1,0,1,1990,9,28,0,0,0,0,1,0,0
185,467,1,0,1,0,1,1994,11,3,0,0,0,0,1,0,0
186,468,1,0,0,1,1,1993,1,29,0,0,0,0,1,0,0
187,472,1,0,1,0,1,1966,12,1,0,0,0,0,1,0,0
188,475,1,0,1,0,1,2002,4,9,0,0,0,0,1,0,0
189,477,1,0,1,0,1,1992,4,17,0,0,0,0,1,0,0
190,479,1,0,1,0,1,1962,4,15,0,0,0,0,1,0,0
191,480,1,0,1,0,1,1987,6,11,0,0,0,0,1,0,0
192,483,1,0,1,0,0,1999,12,3,0,0,0,0,1,0,0
193,486,1,0,1,0,1,1951,7,13,0,0,0,0,1,0,0
194,487,1,0,1,0,1,2004,7,18,0,0,0,0,1,0,0
195,488,1,0,1,0,1,1993,8,18,0,0,0,0,1,0,0
196,491,1,0,1,0,1,2003,1,20,0,0,0,0,1,0,0
197,492,1,0,1,0,1,1994,9,9,0,0,0,0,1,0,0
198,493,1,0,1,0,1,1993,7,5,0,0,0,0,1,0,0
199,495,1,0,1,0,1,1968,12,26,0,0,0,0,1,0,0
200,496,1,0,1,0,1,1993,11,24,0,0,0,0,1,0,0
201,501,1,0,1,0,1,1991,4,10,0,0,0,0,1,0,0
202,502,1,0,1,0,1,2001,2,9,0,0,0,0,1,0,0
203,504,1,0,1,0,1,1993,12,22,0,0,0,0,1,0,0
204,509,1,0,1,0,1,2004,7,30,0,0,0,0,1,0,0
205,513,1,0,0,1,1,2004,8,20,0,0,0,0,1,0,0
206,516,1,0,0,1,1,1988,10,14,0,0,0,0,1,0,0
207,520,1,0,1,0,1,1993,9,17,0,0,0,0,1,0,0
208,521,1,0,1,0,1,2004,12,11,0,0,0,0,1,0,0
209,522,1,0,1,0,1,2004,11,21,0,0,0,0,1,0,0
210,523,1,0,1,0,1,1993,11,29,0,0,0,0,1,0,0
211,524,1,0,1,0,1,2003,3,12,0,0,0,0,1,0,0
212,528,1,0,1,0,1,1964,12,8,0,0,0,0,1,0,0
213,529,1,0,1,0,1,1984,7,13,0,0,0,0,1,0,0
214,530,1,0,1,0,1,1931,9,1,0,0,0,0,1,0,0
215,537,1,0,0,1,1,1982,6,25,0,0,0,0,1,0,0
216,538,1,0,1,0,0,1965,12,26,0,0,0,0,1,0,0
217,541,1,0,1,0,1,1968,6,11,0,0,0,0,1,0,0
218,542,1,0,1,0,1,1969,10,6,0,0,0,0,1,0,0
219,543,1,0,1,0,1,1969,12,12,0,0,0,0,1,0,0
220,549,1,0,1,0,1,1993,12,25,0,0,0,0,1,0,0
221,554,1,0,1,0,1,1983,6,5,0,0,0,0,1,0,0
222,555,1,0,1,0,1,1983,9,16,0,0,0,0,1,0,0
223,557,1,0,1,0,1,1984,10,8,0,0,0,0,1,0,0
224,560,1,0,1,0,1,1990,9,2,0,0,0,0,1,0,0
225,572,1,0,0,1,1,2002,4,15,0,0,0,0,1,0,0
226,577,1,0,0,1,0,2000,3,25,0,0,0,0,1,0,0
227,578,1,0,1,0,1,2004,12,16,0,0,0,0,1,0,0
228,579,1,0,1,0,1,2004,10,20,0,0,0,0,1,0,0
229,580,1,0,0,1,1,1990,9,11,0,0,0,0,1,0,0
230,586,1,0,0,1,1,1989,6,23,0,0,0,0,1,0,0
231,587,1,0,0,1,1,1991,1,2,0,0,0,0,1,0,0
232,588,1,0,1,0,1,2004,3,3,0,0,0,0,1,0,0
233,589,1,0,0,1,1,1991,11,13,0,0,0,0,1,0,0
234,591,1,0,1,0,1,1990,3,23,0,0,0,0,1,0,0
235,593,1,0,1,0,1,1969,6,17,0,0,0,0,1,0,0
236,597,1,0,1,0,1,1984,4,13,0,0,0,0,1,0,0
237,598,1,0,0,1,1,1938,9,9,0,0,0,0,1,0,0
238,601,1,0,1,0,1,1996,5,4,0,0,0,0,1,0,0
239,606,1,0,1,0,1,1996,9,2,0,0,0,0,1,0,0
240,607,1,0,1,0,1,2005,10,3,0,0,0,0,1,0,0
241,608,1,0,1,0,0,1974,5,5,0,0,0,0,1,0,0
242,609,1,0,1,0,1,1970,12,23,0,0,0,0,1,0,0
243,611,1,0,1,0,1,1978,3,15,0,0,0,0,1,0,0
244,614,1,0,1,0,1,1987,4,12,0,0,0,0,1,0,0
245,616,1,0,1,0,0,1969,12,21,0,0,0,0,1,0,0
246,618,1,0,1,0,0,1931,11,27,0,0,0,0,1,0,0
247,619,1,0,1,0,1,1941,7,25,0,0,0,0,1,0,0
248,621,1,0,1,0,1,1975,5,21,0,0,0,0,1,0,0
249,623,1,0,1,0,1,1979,6,7,0,0,0,0,1,0,0
250,625,1,0,1,0,1,2004,3,9,0,0,0,0,1,0,0
251,626,1,0,1,0,1,1934,3,30,0,0,0,0,1,0,0
252,627,1,0,0,1,1,1940,12,27,0,0,0,0,1,0,0
253,630,1,0,1,0,1,1935,6,28,0,0,0,0,1,0,0
254,634,1,0,1,0,0,2003,10,24,0,0,0,0,1,0,0
255,640,1,0,1,0,0,1995,10,2,0,0,0,0,1,0,0
256,642,1,0,1,0,1,1985,3,5,0,0,0,0,1,0,0
257,643,1,0,1,0,1,1942,6,3,0,0,0,0,1,0,0
258,645,1,0,1,0,0,1970,12,18,0,0,0,0,1,0,0
259,652,1,0,1,0,1,2005,1,24,0,0,0,0,1,0,0
260,654,1,0,0,1,1,2005,7,12,0,0,0,0,1,0,0
261,657,1,0,1,0,1,1981,7,8,0,0,0,0,1,0,0
262,661,1,0,1,0,1,1996,4,19,0,0,0,0,1,0,0
263,662,1,0,1,0,1,1970,1,14,0,0,0,0,1,0,0
264,663,1,0,1,0,1,1956,10,17,0,0,0,0,1,0,0
265,664,1,0,1,0,1,1967,5,21,0,0,0,0,1,0,0
266,665,1,0,1,0,1,1995,1,1,0,0,0,0,1,0,0
267,666,1,0,1,0,0,1999,4,21,0,0,0,0,1,0,0
268,672,1,0,1,0,1,2006,2,17,0,0,0,0,1,0,0
269,673,1,0,1,0,1,2005,4,7,0,0,0,0,1,0,0
270,674,1,0,0,1,1,1994,7,4,0,0,0,0,1,0,0
271,677,1,0,1,0,1,2006,4,19,0,0,0,0,1,0,0
272,680,1,0,1,0,0,2005,3,6,0,0,0,0,1,0,0
273,681,1,0,1,0,1,1954,12,25,0,0,0,0,1,0,0
274,682,1,0,1,0,1,2005,10,3,0,0,0,0,1,0,0
275,684,1,0,1,0,1,2005,10,14,0,0,0,0,1,0,0
276,685,1,0,0,1,1,2006,3,6,0,0,0,0,1,0,0
277,690,1,0,1,0,1,2005,12,15,0,0,0,0,1,0,0
278,694,1,0,1,0,1,2005,10,9,0,0,0,0,1,0,0
279,696,1,0,1,0,1,1969,4,12,0,0,0,0,1,0,0
280,698,1,0,1,0,0,2004,5,22,0,0,0,0,1,0,0
281,699,1,0,1,0,1,2006,10,13,0,0,0,0,1,0,0
282,702,1,0,1,0,1,2006,9,29,0,0,0,0,1,0,0
283,708,1,0,0,1,1,2006,11,16,0,0,0,0,1,0,0
284,714,1,0,1,0,1,1995,1,8,0,0,0,0,1,0,0
285,716,1,0,1,0,1,2006,7,9,0,0,0,0,1,0,0
286,717,1,0,0,1,1,2006,9,14,0,0,0,0,1,0,0
287,718,1,0,1,0,0,2005,12,8,0,0,0,0,1,0,0
288,721,1,0,1,0,1,2007,1,26,0,0,0,0,1,0,0
289,723,1,0,0,1,1,1974,11,13,0,0,0,0,1,0,0
290,725,1,0,0,1,1,1987,11,20,0,0,0,0,1,0,0
291,726,1,0,1,0,1,2006,8,6,0,0,0,0,1,0,0
292,727,1,0,1,0,1,1950,8,16,0,0,0,0,1,0,0
293,729,1,0,1,0,1,2007,4,13,0,0,0,0,1,0,0
294,730,1,0,1,0,1,2006,12,9,0,0,0,0,1,0,0
295,733,1,0,1,0,1,1964,1,29,0,0,0,0,1,0,0
296,739,1,0,1,0,0,1995,4,13,0,0,0,0,1,0,0
297,741,1,0,1,0,1,1994,1,4,0,0,0,0,1,0,0
298,742,1,0,0,1,0,1992,12,12,0,0,0,0,1,0,0
299,743,1,0,1,0,0,1993,1,21,0,0,0,0,1,0,0
300,744,1,0,1,0,1,1940,1,19,0,0,0,0,1,0,0
301,747,1,0,1,0,1,1995,1,20,0,0,0,0,1,0,0
302,751,1,0,1,0,1,2006,3,20,0,0,0,0,1,0,0
303,754,1,0,0,1,0,1973,1,7,0,0,0,0,1,0,0
304,755,1,0,1,0,1,2007,4,19,0,0,0,0,1,0,0
305,757,1,0,1,0,1,2007,1,19,0,0,0,0,1,0,0
306,762,1,0,1,0,1,2007,9,2,0,0,0,0,1,0,0
307,763,1,0,1,0,1,2006,5,15,0,0,0,0,1,0,0
308,766,1,0,1,0,0,2001,12,12,0,0,0,0,1,0,0
309,768,1,0,1,0,0,1969,1,15,0,0,0,0,1,0,0
310,770,1,0,1,0,1,2007,10,3,0,0,0,0,1,0,0
311,772,1,0,1,0,0,1983,11,16,0,0,0,0,1,0,0
312,773,1,0,1,0,1,1993,1,1,0,0,0,0,1,0,0
313,775,1,0,1,0,0,2006,6,21,0,0,0,0,1,0,0
314,778,1,0,0,1,1,2007,8,9,0,0,0,0,1,0,0
315,779,1,0,1,0,1,2007,7,22,0,0,0,0,1,0,0
316,781,1,0,0,1,1,2008,3,4,0,0,0,0,1,0,0
317,783,1,0,0,1,1,1942,1,5,0,0,0,0,1,0,0
318,784,1,0,1,0,1,2006,9,26,0,0,0,0,1,0,0
319,785,1,0,1,0,1,1996,7,24,0,0,0,0,1,0,0
320,786,1,0,1,0,1,2006,9,28,0,0,0,0,1,0,0
321,788,1,0,1,0,0,1968,8,14,0,0,0,0,1,0,0
322,791,1,0,1,0,1,1927,12,17,0,0,0,0,1,0,0
323,794,1,0,1,0,0,1999,10,18,0,0,0,0,1,0,0
324,798,1,0,1,0,0,1956,9,21,0,0,0,0,1,0,0
325,799,1,0,1,0,1,2007,4,27,0,0,0,0,1,0,0
326,804,1,0,1,0,1,1944,7,24,0,0,0,0,1,0,0
327,805,1,0,1,0,1,2008,8,21,0,0,0,0,1,0,0
328,806,1,0,0,1,1,1945,1,1,0,0,0,0,1,0,0
329,807,1,0,1,0,1,2008,7,22,0,0,0,0,1,0,0
330,810,1,0,1,0,1,2008,9,26,0,0,0,0,1,0,0
331,812,1,0,0,1,1,2008,7,29,0,0,0,0,1,0,0
332,814,1,0,1,0,1,2008,7,11,0,0,0,0,1,0,0
333,817,1,0,1,0,1,2008,5,12,0,0,0,0,1,0,0
334,824,1,0,1,0,1,1988,11,25,0,0,0,0,1,0,0
335,829,1,0,1,0,1,1932,8,10,0,0,0,0,1,0,0
336,834,1,0,1,0,1,2009,7,31,0,0,0,0,1,0,0
337,835,1,0,0,1,1,1972,3,14,0,0,0,0,1,0,0
338,836,1,0,1,0,1,2009,1,1,0,0,0,0,1,0,0
339,837,1,0,1,0,1,2009,9,1,0,0,0,0,1,0,0
340,841,1,0,1,0,1,1934,10,5,0,0,0,0,1,0,0
341,843,1,0,1,0,0,2006,7,14,0,0,0,0,1,0,0
342,847,1,0,1,0,0,1994,2,9,0,0,0,0,1,0,0
343,849,1,0,1,0,0,2005,9,9,0,0,0,0,1,0,0
344,852,1,0,1,0,1,1983,9,30,0,0,0,0,1,0,0
345,855,1,0,1,0,1,2008,8,9,0,0,0,0,1,0,0
346,862,1,0,1,0,1,1940,10,25,0,0,0,0,1,0,0
347,864,1,0,1,0,0,1997,6,20,0,0,0,0,1,0,0
348,865,1,0,1,0,1,2009,12,4,0,0,0,0,1,0,0
349,867,1,0,1,0,1,1996,1,11,0,0,0,0,1,0,0
350,869,1,0,1,0,1,2010,5,25,0,0,0,0,1,0,0
351,870,1,0,1,0,0,1994,5,5,0,0,0,0,1,0,0
352,875,1,0,1,0,1,1957,2,13,0,0,0,0,1,0,0
353,879,1,0,1,0,1,1934,2,22,0,0,0,0,1,0,0
354,880,1,0,1,0,1,1944,4,5,0,0,0,0,1,0,0
355,883,1,0,1,0,1,1960,6,15,0,0,0,0,1,0,0
356,891,1,0,1,0,1,1939,3,17,0,0,0,0,1,0,0
357,892,1,0,1,0,1,1941,12,26,0,0,0,0,1,0,0
358,894,1,0,1,0,1,1939,12,15,0,0,0,0,1,0,0
359,897,1,0,1,0,1,1941,4,30,0,0,0,0,1,0,0
360,898,1,0,0,1,1,1968,10,4,0,0,0,0,1,0,0
361,901,1,0,1,0,1,2009,6,3,0,0,0,0,1,0,0
362,902,1,0,1,0,1,1940,12,4,0,0,0,0,1,0,0
363,903,1,0,1,0,1,1940,8,16,0,0,0,0,1,0,0
364,904,1,0,1,0,1,1946,8,15,0,0,0,0,1,0,0
365,910,1,0,1,0,1,1939,6,10,0,0,0,0,1,0,0
366,911,1,0,1,0,1,1957,6,30,0,0,0,0,1,0,0
367,912,1,0,1,0,0,1983,4,20,0,0,0,0,1,0,0
368,914,1,0,1,0,1,1938,5,13,0,0,0,0,1,0,0
369,922,1,0,1,0,1,1956,10,10,0,0,0,0,1,0,0
370,924,1,0,0,1,1,1934,5,25,0,0,0,0,1,0,0
371,926,1,0,1,0,1,2009,8,21,0,0,0,0,1,0,0
372,927,1,0,1,0,1,1946,12,20,0,0,0,0,1,0,0
373,929,1,0,1,0,1,1938,2,18,0,0,0,0,1,0,0
374,933,1,0,1,0,1,2009,5,22,0,0,0,0,1,0,0
375,934,1,0,1,0,1,1967,1,5,0,0,0,0,1,0,0
376,935,1,0,1,0,1,1995,5,28,0,0,0,0,1,0,0
377,939,1,0,1,0,1,1935,1,6,0,0,0,0,1,0,0
378,940,1,0,1,0,1,2009,11,16,0,0,0,0,1,0,0
379,941,1,0,1,0,1,1948,1,10,0,0,0,0,1,0,0
380,943,1,0,1,0,1,1951,3,12,0,0,0,0,1,0,0
381,945,1,0,1,0,1,1958,2,17,0,0,0,0,1,0,0
382,947,1,0,1,0,1,1941,12,3,0,0,0,0,1,0,0
383,950,1,0,1,0,1,1967,1,1,0,0,0,0,1,0,0
384,952,1,0,1,0,0,2006,9,28,0,0,0,0,1,0,0
385,955,1,0,1,0,1,2008,6,5,0,0,0,0,1,0,0
386,956,1,0,1,0,0,2009,10,16,0,0,0,0,1,0,0
387,964,1,0,1,0,0,1995,1,1,0,0,0,0,1,0,0
388,965,1,0,1,0,0,1953,12,19,0,0,0,0,1,0,0
389,966,1,0,1,0,1,1974,1,9,0,0,0,0,1,0,0
390,968,1,0,1,0,0,1945,12,28,0,0,0,0,1,0,0
391,969,1,0,1,0,0,2002,5,24,0,0,0,0,1,0,0
392,971,1,0,1,0,1,2003,1,29,0,0,0,0,1,0,0
393,972,1,0,1,0,1,2009,10,24,0,0,0,0,1,0,0
394,977,1,0,1,0,1,2009,1,20,0,0,0,0,1,0,0
395,978,1,0,1,0,0,2009,1,7,0,0,0,0,1,0,0
396,979,1,0,1,0,1,1979,12,21,0,0,0,0,1,0,0
