,ID,Adult,Not Adult,NotInCollection,InCollection,English /Non English,ExYear,ExMonth,ExDay,Canceled,In Production,Planned,Post Production,Released,Rumored,Unknown
3629,9155,1,0,1,0,0,2015,10,16,0,0,0,1,0,0,0
3630,9156,1,0,1,0,1,2012,10,3,0,0,0,0,1,0,0
3631,9157,1,0,1,0,1,2015,6,10,0,0,0,0,1,0,0
3632,9159,1,0,1,0,1,2012,8,3,0,0,0,0,1,0,0
3633,9165,1,0,0,1,0,1972,1,1,0,0,0,0,1,0,0
3634,9173,1,0,1,0,1,2016,4,15,0,0,0,0,1,0,0
3635,9174,1,0,1,0,0,1998,10,16,0,0,0,0,1,0,0
3636,9178,1,0,0,1,1,2016,9,8,0,0,0,0,1,0,0
3637,9179,1,0,1,0,0,2011,3,11,0,0,0,0,1,0,0
3638,9181,1,0,1,0,0,2000,8,23,0,0,0,0,1,0,0
3639,9182,1,0,1,0,0,1975,1,1,0,0,0,0,1,0,0
3640,9185,1,0,1,0,1,2012,8,6,0,0,0,0,1,0,0
3641,9186,1,0,1,0,1,1961,7,26,0,0,0,0,1,0,0
3642,9187,1,0,1,0,0,2016,8,9,0,0,0,0,1,0,0
3643,9188,1,0,1,0,0,1986,1,1,0,0,0,0,1,0,0
3644,9190,1,0,0,1,1,2016,7,14,0,0,0,0,1,0,0
3645,9192,1,0,1,0,1,2015,12,31,0,0,0,0,1,0,0
3646,9194,1,0,1,0,0,1988,1,9,0,0,0,0,1,0,0
3647,9199,1,0,1,0,1,1958,1,9,0,0,0,0,1,0,0
3648,9201,1,0,1,0,0,2009,10,29,0,0,0,0,1,0,0
3649,9202,1,0,1,0,0,2012,9,13,0,0,0,0,1,0,0
3650,9203,1,0,1,0,1,2015,10,22,0,0,0,0,1,0,0
3651,9206,1,0,1,0,0,2007,1,1,0,0,0,0,1,0,0
3652,9207,1,0,1,0,1,2000,2,25,0,0,0,0,1,0,0
3653,9209,1,0,0,1,1,2014,1,1,0,0,0,0,1,0,0
3654,9210,1,0,1,0,1,2017,4,13,0,0,0,0,1,0,0
3655,9211,1,0,1,0,1,1945,9,22,0,0,0,0,1,0,0
3656,9213,1,0,1,0,1,1945,6,25,0,0,0,0,1,0,0
3657,9215,1,0,1,0,1,1946,8,24,0,0,0,0,1,0,0
3658,9217,1,0,0,1,0,1999,9,23,0,0,0,0,1,0,0
3659,9218,1,0,1,0,1,1967,8,6,0,0,0,0,1,0,0
3660,9219,1,0,1,0,0,1999,10,15,0,0,0,0,1,0,0
3661,9226,1,0,0,1,0,1972,12,30,0,0,0,0,1,0,0
3662,9229,1,0,1,0,0,2015,7,10,0,0,0,0,1,0,0
3663,9230,1,0,0,1,1,1990,11,21,0,0,0,0,1,0,0
3664,9234,1,0,1,0,0,1999,11,19,0,0,0,0,1,0,0
3665,9235,1,0,1,0,1,1984,9,13,0,0,0,0,1,0,0
3666,9236,1,0,1,0,1,2000,1,3,0,0,0,0,1,0,0
3667,9237,1,0,1,0,1,1987,1,4,0,0,0,0,1,0,0
3668,9240,1,0,1,0,1,2006,10,26,0,0,0,0,1,0,0
3669,9242,1,0,0,1,1,2000,7,28,0,0,0,0,1,0,0
3670,9243,1,0,1,0,1,2015,1,6,0,0,0,0,1,0,0
3671,9245,1,0,1,0,1,2011,3,17,0,0,0,0,1,0,0
3672,9248,1,0,1,0,0,1999,8,14,0,0,0,0,1,0,0
3673,9250,1,0,1,0,0,2015,5,10,0,0,0,0,1,0,0
3674,9251,1,0,1,0,1,1948,1,3,0,0,0,0,1,0,0
3675,9252,1,0,1,0,0,2009,12,23,0,0,0,0,1,0,0
3676,9253,1,0,1,0,1,2002,2,12,0,0,0,0,1,0,0
3677,9257,1,0,1,0,1,2016,11,23,0,0,0,0,1,0,0
3678,9260,1,0,1,0,0,2000,12,7,0,0,0,0,1,0,0
3679,9261,1,0,0,1,0,2002,1,29,0,0,0,0,1,0,0
3680,9262,1,0,1,0,1,2000,8,27,0,0,0,0,1,0,0
3681,9265,1,0,1,0,1,2016,4,6,0,0,0,0,1,0,0
3682,9266,1,0,1,0,0,1978,1,5,0,0,0,0,1,0,0
3683,9268,1,0,1,0,1,2014,1,26,0,0,0,0,1,0,0
3684,9269,1,0,1,0,1,2016,11,28,0,0,0,0,1,0,0
3685,9276,1,0,1,0,1,1897,5,31,0,0,0,0,1,0,0
3686,9277,1,0,1,0,1,1903,12,31,0,0,0,0,1,0,0
3687,9278,1,0,1,0,1,1904,1,10,0,0,0,0,1,0,0
3688,9279,1,0,1,0,0,2000,10,9,0,0,0,0,1,0,0
3689,9280,1,0,1,0,1,1992,5,3,0,0,0,0,1,0,0
3690,9282,1,0,1,0,0,2016,4,14,0,0,0,0,1,0,0
3691,9287,1,0,1,0,1,2016,3,12,0,0,0,0,1,0,0
3692,9289,1,0,1,0,0,2014,3,28,0,0,0,0,1,0,0
3693,9291,1,0,1,0,0,2002,3,26,0,0,0,0,1,0,0
3694,9293,1,0,1,0,1,2017,1,13,0,0,0,0,1,0,0
3695,9297,1,0,1,0,1,1979,2,17,0,0,0,0,1,0,0
3696,9298,1,0,1,0,1,2016,3,22,0,0,0,0,1,0,0
3697,9299,1,0,1,0,1,2003,11,3,0,0,0,0,1,0,0
3698,9300,1,0,1,0,1,1973,2,27,0,0,0,0,1,0,0
3699,9304,1,0,1,0,0,2003,9,18,0,0,0,0,1,0,0
3700,9309,1,0,1,0,0,2017,1,26,0,0,0,0,1,0,0
3701,9311,1,0,1,0,1,2013,6,11,0,0,0,0,1,0,0
3702,9316,1,0,1,0,1,2016,6,18,0,0,0,0,1,0,0
3703,9318,1,0,1,0,1,2005,8,30,0,0,0,0,1,0,0
3704,9319,1,0,0,1,0,2011,4,22,0,0,0,0,1,0,0
3705,9320,1,0,1,0,1,2016,12,20,0,0,0,0,1,0,0
3706,9321,1,0,1,0,0,2009,1,10,0,0,0,0,1,0,0
3707,9323,1,0,1,0,1,2001,7,24,0,0,0,0,1,0,0
3708,9325,1,0,1,0,1,2016,8,12,0,0,0,0,1,0,0
3709,9327,1,0,1,0,1,1973,1,1,0,0,0,0,1,0,0
3710,9332,1,0,0,1,0,1989,3,18,0,0,0,0,1,0,0
3711,9334,1,0,0,1,1,1994,6,11,0,0,0,0,1,0,0
3712,9336,1,0,1,0,0,2014,2,5,0,0,0,0,1,0,0
3713,9338,1,0,1,0,0,2013,4,10,0,0,0,0,1,0,0
3714,9339,1,0,1,0,1,2012,12,21,0,0,0,0,1,0,0
3715,9340,1,0,1,0,1,2012,1,29,0,0,0,0,1,0,0
3716,9341,1,0,1,0,0,2017,2,23,0,1,0,0,0,0,0
3717,9343,1,0,1,0,0,2014,12,17,0,0,0,0,1,0,0
3718,9350,1,0,1,0,0,2016,9,11,0,0,0,1,0,0,0
3719,9351,1,0,1,0,1,1999,10,17,0,0,0,0,1,0,0
3720,9355,1,0,1,0,1,2017,10,3,0,0,0,0,1,0,0
3721,9359,1,0,1,0,1,1933,3,3,0,0,0,0,1,0,0
3722,9360,1,0,1,0,0,2015,8,5,0,0,0,0,1,0,0
3723,9363,1,0,1,0,0,2015,9,19,0,0,0,0,1,0,0
3724,9365,1,0,0,1,1,2014,3,20,0,0,0,0,1,0,0
3725,9370,1,0,1,0,1,2017,5,5,0,0,0,0,1,0,0
3726,9371,1,0,0,1,1,2017,6,15,0,0,0,0,1,0,0
3727,9373,1,0,1,0,0,2005,8,7,0,0,0,0,1,0,0
3728,9374,1,0,1,0,1,1991,12,5,0,0,0,0,1,0,0
3729,9378,1,0,1,0,1,2017,2,24,0,0,0,0,1,0,0
3730,9379,1,0,1,0,1,2015,10,31,0,0,0,0,1,0,0
3731,9381,1,0,1,0,1,1989,1,10,0,0,0,0,1,0,0
3732,9383,1,0,1,0,0,1974,12,12,0,0,0,0,1,0,0
3733,9385,1,0,1,0,0,2010,9,5,0,0,0,0,1,0,0
3734,9386,1,0,0,1,1,1955,7,22,0,0,0,0,1,0,0
3735,9387,1,0,1,0,0,1988,1,1,0,0,0,0,1,0,0
3736,9390,1,0,1,0,1,2003,1,5,0,0,0,0,1,0,0
3737,9391,1,0,1,0,1,1989,4,24,0,0,0,0,1,0,0
3738,9394,1,0,1,0,1,1970,10,23,0,0,0,0,1,0,0
3739,9395,1,0,1,0,1,2003,1,18,0,0,0,0,1,0,0
3740,9396,1,0,1,0,0,2003,8,3,0,0,0,0,1,0,0
3741,9397,1,0,1,0,1,1994,7,27,0,0,0,1,0,0,0
3742,9401,1,0,1,0,0,2003,3,8,0,0,0,0,1,0,0
3743,9402,1,0,1,0,1,2016,6,15,0,0,0,0,1,0,0
3744,9403,1,0,1,0,0,2004,11,3,0,0,0,0,1,0,0
3745,9404,1,0,0,1,0,2004,6,3,0,0,0,0,1,0,0
3746,9405,1,0,1,0,0,2003,11,27,0,0,0,0,1,0,0
3747,9407,1,0,1,0,1,2004,4,5,0,0,0,0,1,0,0
3748,9409,1,0,1,0,1,2015,3,23,0,0,0,0,1,0,0
3749,9410,1,0,1,0,1,2002,10,18,0,0,0,0,1,0,0
3750,9416,1,0,1,0,0,2001,10,25,0,0,0,0,1,0,0
3751,9418,1,0,1,0,1,2001,3,3,0,0,0,0,1,0,0
3752,9420,1,0,1,0,1,2008,1,24,0,0,0,0,1,0,0
3753,9422,1,0,1,0,1,2001,1,1,0,0,0,0,1,0,0
3754,9425,1,0,1,0,0,2003,4,10,0,0,0,0,1,0,0
3755,9427,1,0,1,0,1,2004,3,12,0,0,0,0,1,0,0
3756,9429,1,0,1,0,0,2003,8,31,0,0,0,0,1,0,0
3757,9430,1,0,1,0,1,2014,10,27,0,0,0,0,1,0,0
3758,9433,1,0,1,0,0,1989,1,1,0,0,0,0,1,0,0
3759,9434,1,0,1,0,1,2012,1,1,0,0,0,0,1,0,0
3760,9435,1,0,1,0,1,1998,3,20,0,0,0,0,1,0,0
3761,9436,1,0,1,0,0,2014,10,22,0,0,0,0,1,0,0
3762,9437,1,0,1,0,0,2008,8,28,0,0,0,0,1,0,0
3763,9444,1,0,1,0,1,2003,9,17,0,0,0,0,1,0,0
3764,9447,1,0,1,0,1,2016,1,27,0,0,0,0,1,0,0
3765,9448,1,0,1,0,1,1981,6,3,0,0,0,0,1,0,0
3766,9455,1,0,1,0,1,2017,5,26,0,0,0,0,1,0,0
3767,9458,1,0,1,0,0,2017,12,5,0,0,0,0,1,0,0
3768,9461,1,0,1,0,1,2016,7,29,0,0,0,0,1,0,0
3769,9464,1,0,1,0,1,2006,5,12,0,0,0,0,1,0,0
3770,9465,1,0,1,0,1,2008,12,2,0,0,0,0,1,0,0
3771,9466,1,0,0,1,0,2003,12,12,0,0,0,0,1,0,0
3772,9472,1,0,1,0,0,2003,6,25,0,0,0,0,1,0,0
3773,9475,1,0,1,0,0,2016,10,27,0,0,0,0,1,0,0
3774,9482,1,0,1,0,0,2017,1,6,0,0,0,0,1,0,0
3775,9483,1,0,0,1,1,2003,7,9,0,0,0,0,1,0,0
3776,9484,1,0,0,1,1,1947,1,13,0,0,0,0,1,0,0
3777,9485,1,0,1,0,1,1999,3,9,0,0,0,0,1,0,0
3778,9486,1,0,1,0,0,2004,3,9,0,0,0,0,1,0,0
3779,9488,1,0,1,0,1,2003,4,24,0,0,0,0,1,0,0
3780,9490,1,0,1,0,1,2017,9,6,0,0,0,0,1,0,0
3781,9497,1,0,1,0,1,1904,12,18,0,0,0,0,1,0,0
3782,9498,1,0,1,0,1,1904,1,9,0,0,0,0,1,0,0
3783,9499,1,0,1,0,1,1985,3,5,0,0,0,0,1,0,0
3784,9503,1,0,1,0,1,2004,1,18,0,0,0,0,1,0,0
3785,9504,1,0,1,0,0,1911,1,1,0,0,0,0,1,0,0
3786,9505,1,0,1,0,0,1962,6,6,0,0,0,0,1,0,0
3787,9507,1,0,1,0,0,2016,8,9,0,0,0,0,1,0,0
3788,9511,1,0,0,1,0,1950,11,30,0,0,0,0,1,0,0
3789,9516,1,0,1,0,1,2001,10,28,0,0,0,0,1,0,0
3790,9518,1,0,1,0,1,1998,1,1,0,0,0,0,1,0,0
3791,9521,1,0,1,0,1,1994,2,9,0,0,0,0,1,0,0
3792,9522,1,0,1,0,1,1997,10,29,0,0,0,0,1,0,0
3793,9525,1,0,1,0,1,1900,1,0,0,0,0,0,1,0,0
3794,9527,1,0,1,0,1,2016,1,10,0,0,0,0,1,0,0
3795,9528,1,0,1,0,0,2003,11,7,0,0,0,0,1,0,0
3796,9529,1,0,0,1,0,2011,6,22,0,0,0,0,1,0,0
3797,9531,1,0,1,0,0,1989,9,28,0,0,0,0,1,0,0
3798,9532,1,0,1,0,1,2016,4,16,0,0,0,0,1,0,0
3799,9540,1,0,1,0,0,2004,10,15,0,0,0,0,1,0,0
3800,9541,1,0,1,0,1,2016,2,2,0,0,0,0,1,0,0
3801,9543,1,0,1,0,1,2004,12,17,0,0,0,0,1,0,0
3802,9546,1,0,1,0,1,2009,8,30,0,0,0,0,1,0,0
3803,9549,1,0,1,0,1,2016,8,10,0,0,0,0,1,0,0
3804,9550,1,0,1,0,0,2007,11,27,0,0,0,0,1,0,0
3805,9551,1,0,1,0,1,1997,1,24,0,0,0,0,1,0,0
3806,9556,1,0,1,0,0,2004,5,29,0,0,0,0,1,0,0
3807,9557,1,0,1,0,0,1905,1,1,0,0,0,0,1,0,0
3808,9559,1,0,1,0,1,2004,1,1,0,0,0,0,1,0,0
3809,9561,1,0,1,0,1,1996,2,21,0,0,0,0,1,0,0
3810,9564,1,0,1,0,1,1995,1,8,0,0,0,0,1,0,0
3811,9566,1,0,0,1,1,1995,7,4,0,0,0,0,1,0,0
3812,9567,1,0,1,0,1,1995,10,27,0,0,0,0,1,0,0
3813,9571,1,0,1,0,1,1994,9,17,0,0,0,0,1,0,0
3814,9572,1,0,1,0,1,1995,9,2,0,0,0,0,1,0,0
3815,9574,1,0,0,1,1,1994,3,8,0,0,0,0,1,0,0
3816,9575,1,0,0,1,1,1994,3,18,0,0,0,0,1,0,0
3817,9576,1,0,1,0,1,1993,10,17,0,0,0,0,1,0,0
3818,9578,1,0,1,0,1,1994,7,1,0,0,0,0,1,0,0
3819,9579,1,0,1,0,1,1994,4,22,0,0,0,0,1,0,0
3820,9580,1,0,1,0,1,1993,10,15,0,0,0,0,1,0,0
3821,9581,1,0,1,0,1,1993,5,28,0,0,0,0,1,0,0
3822,9582,1,0,1,0,1,1988,11,11,0,0,0,0,1,0,0
3823,9583,1,0,1,0,1,1993,7,23,0,0,0,0,1,0,0
3824,9584,1,0,1,0,1,1994,10,28,0,0,0,0,1,0,0
3825,9586,1,0,1,0,1,1995,12,5,0,0,0,0,1,0,0
3826,9588,1,0,1,0,1,1994,10,21,0,0,0,0,1,0,0
3827,9591,1,0,0,1,0,1973,1,13,0,0,0,0,1,0,0
3828,9592,1,0,1,0,1,1993,2,7,0,0,0,0,1,0,0
3829,9593,1,0,1,0,1,1994,4,22,0,0,0,0,1,0,0
3830,9594,1,0,1,0,1,1995,8,12,0,0,0,0,1,0,0
3831,9597,1,0,1,0,1,1993,5,20,0,0,0,0,1,0,0
3832,9598,1,0,1,0,1,1996,12,4,0,0,0,0,1,0,0
3833,9599,1,0,1,0,1,1941,2,7,0,0,0,0,1,0,0
3834,9600,1,0,1,0,1,1992,5,26,0,0,0,0,1,0,0
3835,9603,1,0,1,0,0,2002,7,7,0,0,0,0,1,0,0
3836,9605,1,0,0,1,0,1966,7,4,0,0,0,0,1,0,0
3837,9606,1,0,1,0,0,1991,9,18,0,0,0,0,1,0,0
3838,9612,1,0,1,0,1,1991,2,6,0,0,0,0,1,0,0
3839,9613,1,0,1,0,0,1969,3,15,0,0,0,0,1,0,0
3840,9614,1,0,0,1,0,1970,1,24,0,0,0,0,1,0,0
3841,9617,1,0,0,1,0,1993,10,21,0,0,0,0,1,0,0
3842,9618,1,0,1,0,0,1988,8,10,0,0,0,0,1,0,0
3843,9622,1,0,1,0,0,1993,1,1,0,0,0,0,1,0,0
3844,9624,1,0,1,0,0,2002,4,10,0,0,0,0,1,0,0
3845,9632,1,0,1,0,0,1960,6,10,0,0,0,0,1,0,0
3846,9639,1,0,1,0,1,1997,7,23,0,0,0,0,1,0,0
3847,9642,1,0,1,0,1,1997,10,10,0,0,0,0,1,0,0
3848,9644,1,0,1,0,0,1997,2,8,0,0,0,0,1,0,0
3849,9646,1,0,1,0,1,1997,11,28,0,0,0,0,1,0,0
3850,9647,1,0,1,0,1,1997,8,31,0,0,0,0,1,0,0
3851,9648,1,0,1,0,0,2004,8,9,0,0,0,0,1,0,0
3852,9650,1,0,1,0,1,1997,7,11,0,0,0,0,1,0,0
3853,9651,1,0,1,0,0,1996,9,25,0,0,0,0,1,0,0
3854,9653,1,0,0,1,1,1998,1,20,0,0,0,0,1,0,0
3855,9654,1,0,1,0,1,1998,3,26,0,0,0,0,1,0,0
3856,9659,1,0,1,0,1,1998,3,4,0,0,0,0,1,0,0
3857,9660,1,0,1,0,1,1998,1,5,0,0,0,0,1,0,0
3858,9663,1,0,1,0,1,2004,3,19,0,0,0,0,1,0,0
3859,9664,1,0,1,0,0,1997,8,26,0,0,0,0,1,0,0
3860,9666,1,0,1,0,1,1998,12,6,0,0,0,0,1,0,0
3861,9668,1,0,1,0,1,1997,3,10,0,0,0,0,1,0,0
3862,9670,1,0,0,1,0,1979,2,20,0,0,0,0,1,0,0
3863,9675,1,0,1,0,0,1960,3,18,0,0,0,0,1,0,0
3864,9678,1,0,1,0,1,1968,8,2,0,0,0,0,1,0,0
3865,9679,1,0,1,0,1,1994,11,2,0,0,0,0,1,0,0
3866,9684,1,0,1,0,1,1958,12,8,0,0,0,0,1,0,0
3867,9685,1,0,0,1,1,1978,10,3,0,0,0,0,1,0,0
3868,9686,1,0,1,0,1,1993,8,27,0,0,0,0,1,0,0
3869,9687,1,0,0,1,1,1984,9,3,0,0,0,0,1,0,0
3870,9690,1,0,1,0,1,1998,8,17,0,0,0,0,1,0,0
3871,9694,1,0,0,1,1,1986,9,24,0,0,0,0,1,0,0
3872,9695,1,0,1,0,1,1998,8,21,0,0,0,0,1,0,0
3873,9698,1,0,1,0,1,1992,2,10,0,0,0,0,1,0,0
3874,9699,1,0,1,0,0,2004,11,19,0,0,0,0,1,0,0
3875,9703,1,0,1,0,1,2005,2,2,0,0,0,0,1,0,0
3876,9704,1,0,1,0,1,1997,6,9,0,0,0,0,1,0,0
3877,9705,1,0,1,0,1,1998,4,11,0,0,0,0,1,0,0
3878,9709,1,0,0,1,1,1985,5,21,0,0,0,0,1,0,0
3879,9712,1,0,0,1,1,1990,5,24,0,0,0,0,1,0,0
3880,9714,1,0,1,0,1,1986,10,24,0,0,0,0,1,0,0
3881,9716,1,0,0,1,1,1988,5,19,0,0,0,0,1,0,0
3882,9718,1,0,1,0,1,1983,8,12,0,0,0,0,1,0,0
3883,9721,1,0,0,1,1,1944,7,7,0,0,0,0,1,0,0
3884,9724,1,0,1,0,1,1986,12,19,0,0,0,0,1,0,0
3885,9725,1,0,1,0,1,1960,9,14,0,0,0,0,1,0,0
3886,9726,1,0,1,0,1,2002,4,3,0,0,0,0,1,0,0
3887,9727,1,0,1,0,1,1986,4,13,0,0,0,0,1,0,0
3888,9733,1,0,0,1,1,1988,11,11,0,0,0,0,1,0,0
3889,9736,1,0,1,0,1,1999,6,25,0,0,0,0,1,0,0
3890,9737,1,0,1,0,1,1981,8,28,0,0,0,0,1,0,0
3891,9741,1,0,1,0,1,1999,8,10,0,0,0,0,1,0,0
3892,9743,1,0,1,0,1,1945,7,14,0,0,0,0,1,0,0
3893,9747,1,0,1,0,0,1966,3,22,0,0,0,0,1,0,0
3894,9749,1,0,1,0,1,1939,4,20,0,0,0,0,1,0,0
3895,9758,1,0,1,0,1,1961,8,15,0,0,0,0,1,0,0
3896,9759,1,0,1,0,0,1969,1,12,0,0,0,0,1,0,0
3897,9760,1,0,1,0,1,1920,1,9,0,0,0,0,1,0,0
3898,9761,1,0,1,0,1,1998,12,25,0,0,0,0,1,0,0
3899,9762,1,0,1,0,1,1992,9,18,0,0,0,0,1,0,0
3900,9767,1,0,1,0,1,1965,10,13,0,0,0,0,1,0,0
3901,9769,1,0,1,0,1,1991,10,9,0,0,0,0,1,0,0
3902,9771,1,0,1,0,1,1978,2,8,0,0,0,0,1,0,0
3903,9772,1,0,1,0,1,1995,9,20,0,0,0,0,1,0,0
3904,9773,1,0,1,0,1,1993,12,11,0,0,0,0,1,0,0
3905,9774,1,0,1,0,1,1987,4,17,0,0,0,0,1,0,0
3906,9783,1,0,1,0,1,1986,8,21,0,0,0,0,1,0,0
3907,9785,1,0,1,0,1,1992,10,4,0,0,0,0,1,0,0
3908,9787,1,0,1,0,1,2000,8,6,0,0,0,0,1,0,0
3909,9789,1,0,1,0,1,1978,2,8,0,0,0,0,1,0,0
3910,9794,1,0,1,0,1,2000,9,9,0,0,0,0,1,0,0
3911,9795,1,0,1,0,1,2000,10,9,0,0,0,0,1,0,0
3912,9798,1,0,0,1,1,2000,2,11,0,0,0,0,1,0,0
3913,9800,1,0,1,0,1,1955,9,22,0,0,0,0,1,0,0
3914,9805,1,0,1,0,1,1988,10,11,0,0,0,0,1,0,0
3915,9807,1,0,1,0,1,1987,1,1,0,0,0,0,1,0,0
3916,9808,1,0,1,0,0,1989,12,8,0,0,0,0,1,0,0
3917,9810,1,0,1,0,1,1971,11,30,0,0,0,0,1,0,0
3918,9813,1,0,1,0,1,2000,9,2,0,0,0,0,1,0,0
3919,9814,1,0,1,0,1,2001,9,2,0,0,0,0,1,0,0
3920,9815,1,0,1,0,0,1986,11,19,0,0,0,0,1,0,0
3921,9816,1,0,1,0,1,1986,8,22,0,0,0,0,1,0,0
3922,9818,1,0,0,1,1,1971,5,18,0,0,0,0,1,0,0
3923,9819,1,0,1,0,1,2001,3,30,0,0,0,0,1,0,0
3924,9820,1,0,0,1,1,2001,6,4,0,0,0,0,1,0,0
3925,9822,1,0,1,0,1,1943,11,26,0,0,0,0,1,0,0
3926,9826,1,0,1,0,1,1987,11,12,0,0,0,0,1,0,0
3927,9827,1,0,0,1,0,2000,9,26,0,0,0,0,1,0,0
3928,9829,1,0,1,0,1,1960,6,21,0,0,0,0,1,0,0
3929,9830,1,0,1,0,1,1963,9,18,0,0,0,0,1,0,0
3930,9831,1,0,1,0,0,1981,8,14,0,0,0,0,1,0,0
3931,9832,1,0,1,0,1,1960,7,25,0,0,0,0,1,0,0
3932,9833,1,0,1,0,1,1956,6,27,0,0,0,0,1,0,0
3933,9834,1,0,1,0,1,1999,1,10,0,0,0,0,1,0,0
3934,9839,1,0,1,0,1,1988,6,17,0,0,0,0,1,0,0
3935,9842,1,0,1,0,1,1989,9,22,0,0,0,0,1,0,0
3936,9845,1,0,1,0,1,1989,5,5,0,0,0,0,1,0,0
3937,9846,1,0,1,0,1,1950,12,6,0,0,0,0,1,0,0
3938,9847,1,0,1,0,1,1989,6,10,0,0,0,0,1,0,0
3939,9848,1,0,1,0,1,2001,7,17,0,0,0,0,1,0,0
3940,9849,1,0,0,1,1,1989,11,5,0,0,0,0,1,0,0
3941,9851,1,0,1,0,1,1980,2,3,0,0,0,0,1,0,0
3942,9857,1,0,1,0,1,2000,2,9,0,0,0,0,1,0,0
3943,9860,1,0,1,0,0,2001,9,28,0,0,0,0,1,0,0
3944,9861,1,0,1,0,1,2001,12,10,0,0,0,0,1,0,0
3945,9864,1,0,1,0,0,1994,7,16,0,0,0,0,1,0,0
3946,9865,1,0,1,0,0,1997,2,20,0,0,0,0,1,0,0
3947,9867,1,0,0,1,1,1983,7,12,0,0,0,0,1,0,0
3948,9869,1,0,1,0,1,1984,4,6,0,0,0,0,1,0,0
3949,9877,1,0,0,1,1,1982,7,12,0,0,0,0,1,0,0
3950,9886,1,0,1,0,1,1957,5,16,0,0,0,0,1,0,0
3951,9888,1,0,1,0,1,2002,2,22,0,0,0,0,1,0,0
3952,9893,1,0,0,1,1,1980,3,10,0,0,0,0,1,0,0
3953,9896,1,0,1,0,1,1980,1,2,0,0,0,0,1,0,0
3954,9897,1,0,1,0,1,2002,3,22,0,0,0,0,1,0,0
3955,9898,1,0,1,0,1,1991,12,4,0,0,0,0,1,0,0
3956,9904,1,0,0,1,1,1987,1,28,0,0,0,0,1,0,0
3957,9905,1,0,1,0,0,2001,12,12,0,0,0,0,1,0,0
3958,9908,1,0,1,0,1,1986,7,3,0,0,0,0,1,0,0
3959,9915,1,0,1,0,1,1985,10,10,0,0,0,0,1,0,0
3960,9916,1,0,1,0,1,1993,8,19,0,0,0,0,1,0,0
3961,9918,1,0,1,0,1,2002,6,28,0,0,0,0,1,0,0
3962,9920,1,0,1,0,0,2001,7,9,0,0,0,0,1,0,0
3963,9922,1,0,1,0,1,1985,7,6,0,0,0,0,1,0,0
3964,9923,1,0,1,0,0,2001,8,24,0,0,0,0,1,0,0
3965,9924,1,0,1,0,1,2001,12,9,0,0,0,0,1,0,0
3966,9925,1,0,1,0,1,2001,1,16,0,0,0,0,1,0,0
3967,9927,1,0,0,1,1,2002,8,8,0,0,0,0,1,0,0
3968,9928,1,0,1,0,0,2000,4,22,0,0,0,0,1,0,0
3969,9931,1,0,1,0,1,2002,6,13,0,0,0,0,1,0,0
3970,9932,1,0,1,0,0,2000,4,13,0,0,0,0,1,0,0
3971,9940,1,0,1,0,1,2002,11,1,0,0,0,0,1,0,0
3972,9941,1,0,1,0,1,1982,1,1,0,0,0,0,1,0,0
3973,9943,1,0,1,0,1,2002,9,29,0,0,0,0,1,0,0
3974,9944,1,0,1,0,0,1969,9,18,0,0,0,0,1,0,0
3975,9945,1,0,1,0,1,1992,9,18,0,0,0,0,1,0,0
3976,9948,1,0,1,0,1,1960,3,27,0,0,0,0,1,0,0
3977,9952,1,0,1,0,0,1962,5,5,0,0,0,0,1,0,0
3978,9955,1,0,1,0,0,1977,2,4,0,0,0,0,1,0,0
3979,9956,1,0,1,0,1,1981,4,4,0,0,0,0,1,0,0
3980,9965,1,0,1,0,1,1985,6,14,0,0,0,0,1,0,0
3981,9968,1,0,1,0,0,1969,7,26,0,0,0,0,1,0,0
3982,9973,1,0,1,0,1,1984,8,17,0,0,0,0,1,0,0
3983,9975,1,0,1,0,1,2003,8,23,0,0,0,0,1,0,0
3984,9981,1,0,1,0,0,1983,10,3,0,0,0,0,1,0,0
3985,9982,1,0,1,0,1,2003,3,4,0,0,0,0,1,0,0
3986,9985,1,0,1,0,1,2003,8,5,0,0,0,0,1,0,0
3987,9986,1,0,1,0,1,1973,3,13,0,0,0,0,1,0,0
3988,9987,1,0,1,0,0,2002,1,1,0,0,0,0,1,0,0
3989,9989,1,0,1,0,1,2002,9,1,0,0,0,0,1,0,0
3990,9993,1,0,1,0,1,1966,2,2,0,0,0,0,1,0,0
3991,9994,1,0,1,0,1,1969,9,15,0,0,0,0,1,0,0
3992,9995,1,0,1,0,1,1966,6,15,0,0,0,0,1,0,0
3993,9997,1,0,1,0,0,2004,4,7,0,0,0,0,1,0,0
3994,9998,1,0,1,0,1,1970,7,23,0,0,0,0,1,0,0
3995,10001,1,0,1,0,1,2001,6,9,0,0,0,0,1,0,0
3996,10002,1,0,1,0,1,1977,3,18,0,0,0,0,1,0,0
3997,10003,1,0,1,0,1,1993,9,25,0,0,0,0,1,0,0
3998,10004,1,0,1,0,1,2003,6,19,0,0,0,0,1,0,0
3999,10007,1,0,1,0,1,1970,10,29,0,0,0,0,1,0,0
4000,10010,1,0,1,0,1,2005,4,22,0,0,0,0,1,0,0
4001,10011,1,0,1,0,1,1984,6,29,0,0,0,0,1,0,0
4002,10015,1,0,1,0,1,2004,1,13,0,0,0,0,1,0,0
4003,10017,1,0,1,0,1,2004,5,20,0,0,0,0,1,0,0
4004,10018,1,0,1,0,1,1986,3,21,0,0,0,0,1,0,0
