,budget,popularity,revenue,runtime
235,6244087.0,11.722424,638641.0,145.0
236,21282480.35396736,2.491724,71960671.26235613,100.0
237,21282480.35396736,1.437573,71960671.26235613,96.0
238,7000000.0,12.61469,60611975.0,98.0
239,21282480.35396736,2.420301,71960671.26235613,112.0
240,52000000.0,9.686638,77944725.0,113.0
241,21282480.35396736,1.306628,71960671.26235613,100.0
242,4000000.0,9.834047,55675257.0,78.0
243,185000.0,2.159181,71960671.26235613,93.0
244,5800000.0,1.799311,257043.0,94.0
245,21282480.35396736,7.354711,71960671.26235613,112.0
246,21282480.35396736,1.480025,71960671.26235613,88.0
247,21282480.35396736,0.692357,71960671.26235613,99.0
248,21282480.35396736,5.47591,14200000.0,123.0
249,9200000.0,7.085212,9346177.0,114.0
250,21282480.35396736,2.754372,71960671.26235613,100.0
251,21282480.35396736,0.545576,71960671.26235613,79.0
252,21282480.35396736,1.294231,71960671.26235613,72.0
253,21282480.35396736,0.490274,71960671.26235613,84.0
254,21282480.35396736,3.162693,71960671.26235613,105.0
255,21282480.35396736,0.494977,71960671.26235613,85.0
256,21282480.35396736,4.966657,331816.0,82.0
257,21282480.35396736,0.640341,71960671.26235613,64.0
258,21282480.35396736,2.446983,71960671.26235613,118.0
259,21282480.35396736,2.171333,71960671.26235613,115.0
260,180000000.0,18.13542,748806957.0,143.0
261,21282480.35396736,0.845368,71960671.26235613,82.0
262,21282480.35396736,2.985163,71960671.26235613,73.0
263,21282480.35396736,2.150841,71960671.26235613,90.0
264,21282480.35396736,0.535572,71960671.26235613,99.0
265,21282480.35396736,1.721778,71960671.26235613,125.0
266,21282480.35396736,0.062388,71960671.26235613,90.0
267,21282480.35396736,0.311017,71960671.26235613,110.0
268,20000000.0,5.682129,48548426.0,83.0
269,21282480.35396736,0.141932,71960671.26235613,87.0
270,2000000.0,3.3924,2260622.0,85.0
271,60000000.0,12.915358,77920346.0,108.0
272,21282480.35396736,0.334025,71960671.26235613,123.0
273,21282480.35396736,2.320058,71960671.26235613,94.0
274,21282480.35396736,4.396455,71960671.26235613,87.0
275,21282480.35396736,1.650461,71960671.26235613,98.0
276,85000000.0,2.238808,158468292.0,104.0
277,5000000.0,12.775583,71960671.26235613,112.0
278,200000.0,1.359754,71960671.26235613,83.0
279,21282480.35396736,1.852328,71960671.26235613,86.0
280,21282480.35396736,0.507051,71960671.26235613,161.0
281,20000000.0,3.660528,13391174.0,123.0
282,21282480.35396736,7.34846,516139.0,104.0
283,100000000.0,15.088318,384335608.0,108.0
284,21282480.35396736,0.543042,71960671.26235613,104.0
285,21000000.0,5.756379,480314.0,87.0
286,47000000.0,13.139893,38085778.0,75.0
287,21282480.35396736,1.909852,71960671.26235613,126.0
288,21282480.35396736,5.415846,71960671.26235613,98.0
289,7.0,0.0339,71960671.26235613,170.0
290,21282480.35396736,4.604439,71960671.26235613,95.0
291,21282480.35396736,3.874408,71960671.26235613,96.0
292,21282480.35396736,4.665032,71960671.26235613,106.0
293,26000000.0,3.215155,71960671.26235613,95.0
294,21282480.35396736,13.534117,71960671.26235613,102.0
295,1800000.0,9.80398,9440272.0,95.0
296,21282480.35396736,0.146287,71960671.26235613,91.0
297,21282480.35396736,0.401531,71960671.26235613,86.0
298,21282480.35396736,1.838219,71960671.26235613,102.0
299,21282480.35396736,7.667284,71960671.26235613,134.0
300,21282480.35396736,0.73103,71960671.26235613,88.0
301,21282480.35396736,0.889498,71960671.26235613,105.0
302,21282480.35396736,10.069946,71960671.26235613,110.0
303,21282480.35396736,0.043903,71960671.26235613,85.0
304,67000000.0,8.920545,25303038.0,102.0
305,21282480.35396736,3.563126,71960671.26235613,101.0
306,1000000.0,1.833892,18479.0,87.0
307,17000000.0,6.242588,374743.0,144.0
308,21282480.35396736,1.893561,71960671.26235613,158.0
309,21282480.35396736,3.303818,71960671.26235613,120.0
310,21282480.35396736,1.062884,71960671.26235613,90.0
311,21282480.35396736,3.609326,71960671.26235613,102.0
312,21282480.35396736,0.000308,71960671.26235613,90.0
313,2000000.0,0.367324,111000.0,115.0
314,2000000.0,12.001324,5364858.0,95.0
315,21282480.35396736,0.003741,71960671.26235613,78.0
316,37000000.0,7.558125,100076342.0,96.0
317,21282480.35396736,4.17024,71960671.26235613,71.0
318,21282480.35396736,4.297666,71960671.26235613,107.0
319,40000000.0,13.309013,152266007.0,149.0
320,21282480.35396736,0.770878,71960671.26235613,94.0
321,21282480.35396736,2.014299,71960671.26235613,115.0
322,152000.0,0.377017,71960671.26235613,69.0
323,21282480.35396736,0.5853,71960671.26235613,150.0
324,21282480.35396736,1.116063,71960671.26235613,104.0
325,21282480.35396736,0.477894,71960671.26235613,93.0
326,21282480.35396736,0.283062,71960671.26235613,110.0
327,21282480.35396736,1.679378,71960671.26235613,87.0
328,21282480.35396736,0.631099,71960671.26235613,102.0
329,10000000.0,5.325375,71960671.26235613,105.0
330,21282480.35396736,5.95117,84375061.0,97.0
331,21282480.35396736,4.560963,71960671.26235613,94.0
332,21282480.35396736,8.826924,71960671.26235613,103.0
333,20500000.0,8.333526,10089373.0,102.0
334,21282480.35396736,2.089317,71960671.26235613,103.0
335,21282480.35396736,0.247007,71960671.26235613,54.0
336,75000000.0,9.900376,61458982.0,146.0
337,6000000.0,41.109264,245066411.0,175.0
338,21282480.35396736,0.546265,71960671.26235613,94.0
339,25000000.0,11.923981,71960671.26235613,104.0
340,21282480.35396736,0.94151,71960671.26235613,59.0
341,21282480.35396736,0.324601,71960671.26235613,100.0
342,21282480.35396736,1.404588,71960671.26235613,118.0
343,2500000.0,1.557528,71960671.26235613,158.0
344,21282480.35396736,0.846545,71960671.26235613,85.0
345,21282480.35396736,5.693842,71960671.26235613,94.0
346,760000.0,0.792053,71960671.26235613,87.0
347,21282480.35396736,1.879667,71960671.26235613,112.0
348,21282480.35396736,1.676894,71960671.26235613,98.0
349,21282480.35396736,6.038784,71960671.26235613,114.0
350,21282480.35396736,0.14713,71960671.26235613,110.0
351,21282480.35396736,2.115268,71960671.26235613,115.0
352,21282480.35396736,5.461487,71960671.26235613,103.0
353,325000.0,6.465257,4500000.0,105.0
354,2068000.0,14.545058,71960671.26235613,114.0
355,3000000.0,11.994281,25000000.0,125.0
356,21282480.35396736,5.640722,71960671.26235613,93.0
357,21282480.35396736,0.888554,71960671.26235613,80.0
358,4000000.0,14.240357,400176459.0,238.0
359,839727.0,15.811921,23217674.0,119.0
360,10500000.0,22.494622,68700000.0,149.0
361,6000000.0,7.016044,6670712.0,104.0
362,1288000.0,8.590813,6000000.0,130.0
363,21282480.35396736,9.955445,71960671.26235613,120.0
364,2000000.0,10.135111,24464742.0,102.0
365,1365000.0,5.120036,2279000.0,110.0
366,21282480.35396736,8.196679,71960671.26235613,130.0
367,21282480.35396736,0.006566,71960671.26235613,110.0
368,2033000.0,10.685036,3981000.0,102.0
369,5400000.0,10.864284,35000000.0,201.0
370,226408.0,10.573867,1423000.0,93.0
371,40000000.0,4.021983,28972508.0,89.0
372,3180000.0,15.031588,9644124.0,130.0
373,1073000.0,6.60577,71960671.26235613,102.0
374,21282480.35396736,7.481106,71960671.26235613,91.0
375,21282480.35396736,1.158998,71960671.26235613,95.0
376,21282480.35396736,0.178325,71960671.26235613,97.80716047966034
377,21282480.35396736,5.865697,71960671.26235613,86.0
378,21282480.35396736,1.054892,71960671.26235613,79.0
379,21282480.35396736,0.69562,71960671.26235613,90.0
380,1300000.0,6.636872,10750000.0,105.0
381,3000000.0,11.794846,17570324.0,108.0
382,21282480.35396736,10.750619,71960671.26235613,122.0
383,21282480.35396736,2.063207,71960671.26235613,89.0
384,21282480.35396736,12.183711,71960671.26235613,126.0
385,21282480.35396736,0.294119,71960671.26235613,90.0
386,21282480.35396736,1.199005,71960671.26235613,115.0
387,21282480.35396736,2.30961,71960671.26235613,88.0
388,21282480.35396736,1.413075,71960671.26235613,47.0
389,21282480.35396736,0.288698,71960671.26235613,113.0
390,21282480.35396736,2.137943,71960671.26235613,60.0
391,21282480.35396736,0.761757,71960671.26235613,174.0
392,21282480.35396736,0.054755,71960671.26235613,73.0
393,21282480.35396736,0.85016,71960671.26235613,89.0
394,21282480.35396736,0.404118,71960671.26235613,61.0
395,21282480.35396736,0.261998,71960671.26235613,96.0
396,21282480.35396736,1.200851,71960671.26235613,116.0
397,21282480.35396736,1.951353,71960671.26235613,125.0
398,21282480.35396736,1.807794,71960671.26235613,90.0
399,21282480.35396736,0.925278,71960671.26235613,135.0
400,21282480.35396736,0.57604,71960671.26235613,144.0
401,21282480.35396736,0.004777,71960671.26235613,40.0
402,21282480.35396736,0.587998,71960671.26235613,127.0
403,21282480.35396736,9.51301,71960671.26235613,99.0
404,21282480.35396736,0.177342,71960671.26235613,85.0
405,3000000.0,16.488937,572000000.0,75.0
406,21282480.35396736,0.332373,71960671.26235613,123.0
407,4500000.0,11.223572,13417292.0,142.0
408,21282480.35396736,0.002358,71960671.26235613,61.0
409,21282480.35396736,5.766163,1500000.0,90.0
410,21282480.35396736,8.196288,71960671.26235613,88.0
411,21282480.35396736,0.733388,71960671.26235613,78.0
412,8500000.0,4.334513,71960671.26235613,98.0
413,2400000.0,5.230661,5731103.0,120.0
414,21282480.35396736,2.004126,71960671.26235613,94.0
415,21282480.35396736,0.560279,71960671.26235613,72.0
416,44000000.0,9.198283,165615285.0,147.0
417,21282480.35396736,0.142316,71960671.26235613,1.0
418,21282480.35396736,3.786353,71960671.26235613,109.0
419,7500000.0,11.400353,62493712.0,108.0
420,21282480.35396736,1.448899,71960671.26235613,97.0
421,1400000.0,7.853231,3000000.0,104.0
422,21282480.35396736,0.634539,71960671.26235613,104.0
423,6000000.0,14.044122,213954274.0,100.0
424,1200000.0,12.22034,14661007.0,99.0
425,21282480.35396736,0.218236,71960671.26235613,108.0
426,21282480.35396736,0.22964,71960671.26235613,109.0
427,21282480.35396736,0.488031,71960671.26235613,89.0
428,21282480.35396736,0.801156,71960671.26235613,75.0
429,12000000.0,15.417202,30036000.0,151.0
430,10500000.0,19.358546,792965326.0,115.0
431,21282480.35396736,0.504405,71960671.26235613,95.0
432,21282480.35396736,0.04,71960671.26235613,97.80716047966034
433,21282480.35396736,1.049371,71960671.26235613,116.0
434,21282480.35396736,0.18545,71960671.26235613,48.0
435,21282480.35396736,0.97699,71960671.26235613,119.0
436,21282480.35396736,0.945099,71960671.26235613,49.0
437,21282480.35396736,1.663645,71960671.26235613,90.0
438,21282480.35396736,1.747257,71960671.26235613,89.0
439,21282480.35396736,0.390554,71960671.26235613,78.0
440,70000000.0,9.809585,90000098.0,139.0
441,21282480.35396736,0.369118,71960671.26235613,96.0
442,21282480.35396736,0.618282,71960671.26235613,137.0
443,21282480.35396736,0.496835,71960671.26235613,81.0
444,21282480.35396736,0.037353,71960671.26235613,93.0
445,500000.0,1.163947,71960671.26235613,123.0
446,8500000.0,3.436769,71960671.26235613,79.0
447,21282480.35396736,3.60795,2666118.0,89.0
448,21282480.35396736,7.771233,71960671.26235613,30.0
449,195000000.0,4.503505,1123746996.0,154.0
450,21282480.35396736,10.091381,71960671.26235613,79.0
451,21282480.35396736,0.412633,71960671.26235613,84.0
452,21282480.35396736,2.005717,71960671.26235613,94.0
453,21282480.35396736,5.614456,71960671.26235613,142.0
454,21282480.35396736,7.273791,71960671.26235613,100.0
455,3500000.0,1.668857,71960671.26235613,98.0
456,21282480.35396736,0.072409,71960671.26235613,83.0
457,21282480.35396736,0.478024,71960671.26235613,95.0
458,21282480.35396736,14.177005,11990401.0,124.0
459,21282480.35396736,0.442155,71960671.26235613,95.0
460,21282480.35396736,0.678068,71960671.26235613,100.0
461,21282480.35396736,1.114075,71960671.26235613,80.0
462,21282480.35396736,5.070224,71960671.26235613,103.0
463,3000000.0,35.529554,108981275.0,133.0
464,18000000.0,19.470959,538400000.0,124.0
465,15000000.0,9.837287,71960671.26235613,132.0
466,18500000.0,21.761179,183316455.0,137.0
467,350000.0,16.503959,1000000.0,96.0
468,2000000.0,14.284787,13129846.0,129.0
469,32350000.0,14.586087,572700000.0,135.0
470,2500000.0,6.357321,3200000.0,128.0
471,25000000.0,15.424092,46836394.0,145.0
472,11000000.0,23.37742,104931801.0,117.0
473,11500000.0,12.250232,4069653.0,162.0
474,21282480.35396736,8.019837,71960671.26235613,110.0
475,806948.0,36.826309,32000000.0,109.0
476,27000000.0,10.076901,115229890.0,133.0
477,30000000.0,32.182851,71960671.26235613,229.0
478,27000000.0,14.902397,21500000.0,193.0
479,14000000.0,8.80338,85000000.0,149.0
480,21282480.35396736,6.47828,71960671.26235613,96.0
481,21282480.35396736,10.636074,71960671.26235613,111.0
482,6400000.0,19.293562,78371200.0,108.0
483,21282480.35396736,5.088457,71960671.26235613,117.0
484,16400000.0,19.905716,235860116.0,129.0
485,21282480.35396736,6.586401,5000000.0,115.0
486,8000000.0,6.167646,10130000.0,104.0
487,19000000.0,19.611589,44017374.0,144.0
488,3600000.0,13.520764,5923044.0,84.0
489,4000000.0,14.384114,11744471.0,172.0
490,14000000.0,10.942149,159157447.0,131.0
491,21282480.35396736,4.289341,11541758.0,105.0
492,19000000.0,25.778509,381109762.0,116.0
493,12000000.0,14.382289,89800000.0,172.0
494,21282480.35396736,0.5,71960671.26235613,171.0
495,60000000.0,8.244359,137551594.0,106.0
496,3500000.0,8.291886,2015810.0,129.0
497,2000000.0,9.241748,11000000.0,125.0
498,2280000.0,8.03796,83320000.0,124.0
499,2500000.0,13.981499,4736202.0,82.0
500,21282480.35396736,8.802715,1723872.0,87.0
501,21282480.35396736,12.320636,30177511.0,130.0
502,21282480.35396736,5.257968,71960671.26235613,90.0
503,14400000.0,11.460364,34700291.0,141.0
504,21282480.35396736,16.759454,84431625.0,107.0
505,6000000.0,6.714577,102308889.0,110.0
506,35000000.0,10.169411,28128670.0,103.0
507,21282480.35396736,0.00541,71960671.26235613,85.0
508,21282480.35396736,0.597181,71960671.26235613,105.0
509,584000.0,0.533219,71960671.26235613,78.0
510,21282480.35396736,0.404863,71960671.26235613,85.0
511,21282480.35396736,0.076567,71960671.26235613,103.0
512,21282480.35396736,0.758901,71960671.26235613,110.0
513,21282480.35396736,2.288156,71960671.26235613,100.0
514,21282480.35396736,1.377678,71960671.26235613,106.0
515,21282480.35396736,0.287605,71960671.26235613,97.80716047966034
516,500000.0,0.00659,71960671.26235613,90.0
517,2500000.0,11.591462,11403529.0,119.0
518,21282480.35396736,0.282474,71960671.26235613,133.0
519,37000000.0,6.695229,95404397.0,113.0
520,21282480.35396736,4.54588,71960671.26235613,89.0
521,1800000.0,9.277692,33800000.0,98.0
522,21282480.35396736,0.160182,71960671.26235613,111.0
523,1800000.0,13.694713,25504513.0,91.0
524,21282480.35396736,0.952127,71960671.26235613,97.0
525,2800000.0,16.641277,60922980.0,111.0
526,1000000.0,9.475693,24444121.0,135.0
527,21282480.35396736,1.686358,71960671.26235613,150.0
528,21282480.35396736,0.011529,71960671.26235613,6.0
529,21282480.35396736,0.002001,71960671.26235613,97.80716047966034
530,21282480.35396736,1.282498,71960671.26235613,108.0
531,21282480.35396736,0.041164,71960671.26235613,90.0
532,25000000.0,7.740762,99357138.0,101.0
533,21282480.35396736,0.710603,71960671.26235613,87.0
534,6000000.0,7.854899,181813770.0,110.0
535,5000000.0,7.355123,71960671.26235613,105.0
536,7000000.0,19.726114,470654000.0,124.0
537,3500000.0,7.879229,71960671.26235613,75.0
538,21282480.35396736,1.60215,71960671.26235613,48.0
539,12000000.0,3.03345,71960671.26235613,136.0
540,45000000.0,13.248022,82966152.0,131.0
541,21282480.35396736,4.252,71960671.26235613,50.0
542,21282480.35396736,5.264225,71960671.26235613,51.0
543,21282480.35396736,6.993769,71960671.26235613,87.0
544,21282480.35396736,0.332582,71960671.26235613,112.0
545,21282480.35396736,1.125742,71960671.26235613,86.0
546,21282480.35396736,7.563444,319285.0,90.0
547,21282480.35396736,10.177086,71960671.26235613,95.0
